Index,Timestamp_US,RSSI,Smoothed_RSSI
0,49011317,-46,-46
1,49011417,-46,-46
2,49011517,-46,-46
3,49011617,-46,-46
4,49011717,-46,-46
5,49011817,-46,-46
6,49011917,-46,-46
7,49012017,-46,-46
8,49012117,-46,-46
9,49012217,-46,-46
10,49012317,-46,-46
11,49012417,-46,-46
12,49012517,-46,-46
13,49012617,-46,-46
14,49012717,-46,-46
15,49012817,-46,-46
16,49012917,-46,-46
17,49013017,-46,-46
18,49013117,-46,-46
19,49013217,-46,-46
20,49013317,-46,-46
21,49013417,-46,-46
22,49013517,-46,-46
23,49013617,-47,-46
24,49013717,-47,-46
25,49013817,-47,-46
26,49013917,-46,-46
27,49014017,-46,-46
28,49014117,-46,-46
29,49014217,-46,-46
30,49014317,-46,-46
31,49014417,-46,-46
32,49014517,-46,-46
33,49014617,-46,-46
34,49014717,-46,-46
35,49014817,-46,-46
36,49014917,-46,-46
37,49015017,-46,-46
38,49015117,-46,-46
39,49015217,-46,-46
40,49015317,-46,-46
41,49015417,-46,-46
42,49015517,-47,-46
43,49015617,-47,-46
44,49015717,-46,-46
45,49015817,-47,-46
46,49015917,-47,-46
47,49016017,-47,-46
48,49016117,-47,-46
49,49016217,-47,-46
50,49016317,-47,-46
51,49016417,-47,-46
52,49016517,-47,-46
53,49016617,-47,-46
54,49016717,-47,-46
55,49016817,-47,-46
56,49016917,-47,-46
57,49017017,-47,-46
58,49017117,-47,-46
59,49017217,-47,-46
60,49017317,-47,-46
61,49017417,-47,-46
62,49017517,-47,-46
63,49017617,-47,-46
64,49017717,-47,-47
65,49017817,-47,-47
66,49017917,-47,-47
67,49018017,-47,-47
68,49018117,-47,-47
69,49018217,-47,-47
70,49018317,-47,-47
71,49018417,-47,-47
72,49018517,-47,-47
73,49018617,-47,-47
74,49018717,-47,-47
75,49018817,-47,-47
76,49018917,-47,-47
77,49019017,-80,-48
78,49019117,-80,-50
79,49019217,-80,-51
80,49019317,-80,-53
81,49019417,-47,-53
82,49019517,-47,-53
83,49019617,-47,-53
84,49019717,-47,-53
85,49019817,-47,-53
86,49019917,-47,-53
87,49020017,-47,-53
88,49020117,-47,-53
89,49020217,-46,-53
90,49020317,-46,-53
91,49020417,-46,-53
92,49020517,-46,-53
93,49020617,-46,-53
94,49020717,-46,-53
95,49020817,-46,-53
96,49020917,-46,-53
97,49021017,-46,-51
98,49021117,-46,-49
99,49021217,-46,-48
100,49021317,-46,-46
101,49021417,-46,-46
102,49021517,-46,-46
103,49021617,-46,-46
104,49021717,-46,-46
105,49021817,-46,-46
106,49021917,-46,-46
107,49022017,-46,-46
108,49022117,-46,-46
109,49022217,-46,-46
110,49022317,-46,-46
111,49022417,-47,-46
112,49022517,-47,-46
113,49022617,-47,-46
114,49022717,-47,-46
115,49022817,-47,-46
116,49022917,-47,-46
117,49023017,-47,-46
118,49023117,-47,-46
119,49023217,-47,-46
120,49023317,-47,-46
121,49023417,-47,-46
122,49023517,-47,-46
123,49023617,-47,-46
124,49023717,-47,-46
125,49023817,-47,-46
126,49023917,-47,-46
127,49024017,-47,-46
128,49024117,-47,-46
129,49024217,-47,-46
130,49024317,-47,-47
131,49024417,-47,-47
132,49024517,-47,-47
133,49024617,-47,-47
134,49024717,-47,-47
135,49024817,-47,-47
136,49024917,-47,-47
137,49025017,-47,-47
138,49025117,-47,-47
139,49025217,-47,-47
140,49025317,-47,-47
141,49025417,-47,-47
142,49025517,-47,-47
143,49025617,-47,-47
144,49025717,-47,-47
145,49025817,-47,-47
146,49025917,-47,-47
147,49026017,-47,-47
148,49026117,-47,-47
149,49026217,-47,-47
150,49026317,-47,-47
151,49026417,-47,-47
152,49026517,-47,-47
153,49026617,-47,-47
154,49026717,-47,-47
155,49026817,-80,-48
156,49026917,-80,-50
157,49027017,-80,-51
158,49027117,-80,-53
159,49027217,-47,-53
160,49027317,-47,-53
161,49027417,-47,-53
162,49027517,-47,-53
163,49027617,-47,-53
164,49027717,-47,-53
165,49027817,-47,-53
166,49027917,-47,-53
167,49028017,-47,-53
168,49028117,-47,-53
169,49028217,-47,-53
170,49028317,-47,-53
171,49028417,-47,-53
172,49028517,-47,-53
173,49028617,-47,-53
174,49028717,-47,-53
175,49028817,-47,-51
176,49028917,-47,-50
177,49029017,-47,-48
178,49029117,-47,-47
179,49029217,-47,-47
180,49029317,-47,-47
181,49029417,-47,-47
