Index,Timestamp_US,RSSI,Smoothed_RSSI
0,36661284,-47,-47
1,36661384,-47,-47
2,36661484,-47,-47
3,36661584,-47,-47
4,36661684,-47,-47
5,36661784,-47,-47
6,36661884,-47,-47
7,36661984,-47,-47
8,36662084,-47,-47
9,36662184,-47,-47
10,36662284,-47,-47
11,36662384,-47,-47
12,36662484,-47,-47
13,36662584,-47,-47
14,36662684,-47,-47
15,36662784,-47,-47
16,36662884,-47,-47
17,36662984,-47,-47
18,36663084,-47,-47
19,36663184,-47,-47
20,36663284,-47,-47
21,36663384,-47,-47
22,36663484,-47,-47
23,36663584,-47,-47
24,36663684,-47,-47
25,36663784,-47,-47
26,36663884,-47,-47
27,36663984,-47,-47
28,36664084,-47,-47
29,36664184,-47,-47
30,36664284,-47,-47
31,36664384,-47,-47
32,36664484,-47,-47
33,36664584,-47,-47
34,36664684,-47,-47
35,36664784,-47,-47
36,36664884,-47,-47
37,36664984,-47,-47
38,36665084,-47,-47
39,36665184,-47,-47
40,36665284,-47,-47
41,36665384,-47,-47
42,36665484,-47,-47
43,36665584,-47,-47
44,36665684,-47,-47
45,36665784,-47,-47
46,36665884,-47,-47
47,36665984,-47,-47
48,36666084,-47,-47
49,36666184,-47,-47
50,36666284,-47,-47
51,36666384,-47,-47
52,36666484,-47,-47
53,36666584,-47,-47
54,36666684,-47,-47
55,36666784,-46,-46
56,36666884,-46,-46
57,36666984,-47,-46
58,36667084,-47,-46
59,36667184,-47,-46
60,36667284,-47,-46
61,36667384,-47,-46
62,36667484,-47,-46
63,36667584,-47,-46
64,36667684,-47,-46
65,36667784,-47,-46
66,36667884,-47,-46
67,36667984,-47,-46
68,36668084,-47,-46
69,36668184,-47,-46
70,36668284,-47,-46
71,36668384,-47,-46
72,36668484,-47,-46
73,36668584,-47,-46
74,36668684,-47,-46
75,36668784,-47,-46
76,36668884,-47,-47
77,36668984,-47,-47
78,36669084,-47,-47
79,36669184,-47,-47
80,36669284,-47,-47
81,36669384,-47,-47
82,36669484,-47,-47
83,36669584,-47,-47
84,36669684,-47,-47
85,36669784,-47,-47
86,36669884,-47,-47
87,36669984,-47,-47
88,36670084,-47,-47
89,36670184,-46,-46
90,36670284,-47,-46
91,36670384,-47,-46
92,36670484,-47,-46
93,36670584,-47,-46
94,36670684,-46,-46
95,36670784,-46,-46
96,36670884,-46,-46
97,36670984,-46,-46
98,36671084,-46,-46
99,36671184,-46,-46
100,36671284,-46,-46
101,36671384,-46,-46
102,36671484,-46,-46
103,36671584,-46,-46
104,36671684,-46,-46
105,36671784,-47,-46
106,36671884,-47,-46
107,36671984,-47,-46
108,36672084,-47,-46
109,36672184,-47,-46
110,36672284,-47,-46
111,36672384,-47,-46
112,36672484,-47,-46
113,36672584,-47,-46
114,36672684,-47,-46
115,36672784,-47,-46
116,36672884,-47,-46
117,36672984,-47,-46
118,36673084,-47,-46
119,36673184,-47,-46
120,36673284,-47,-46
121,36673384,-47,-46
122,36673484,-47,-46
123,36673584,-47,-46
124,36673684,-47,-47
125,36673784,-47,-47
126,36673884,-47,-47
127,36673984,-47,-47
128,36674084,-47,-47
129,36674184,-47,-47
130,36674284,-47,-47
131,36674384,-47,-47
132,36674484,-47,-47
133,36674584,-47,-47
134,36674684,-47,-47
135,36674784,-47,-47
136,36674884,-47,-47
137,36674984,-47,-47
138,36675084,-47,-47
139,36675184,-47,-47
140,36675284,-47,-47
141,36675384,-47,-47
142,36675484,-47,-47
143,36675584,-47,-47
144,36675684,-47,-47
145,36675784,-47,-47
146,36675884,-47,-47
147,36675984,-47,-47
148,36676084,-47,-47
149,36676184,-47,-47
150,36676284,-47,-47
151,36676384,-47,-47
152,36676484,-47,-47
153,36676584,-47,-47
154,36676684,-47,-47
155,36676784,-46,-46
156,36676884,-46,-46
157,36676984,-46,-46
158,36677084,-46,-46
159,36677184,-46,-46
160,36677284,-46,-46
161,36677384,-46,-46
162,36677484,-46,-46
163,36677584,-46,-46
164,36677684,-46,-46
165,36677784,-46,-46
166,36677884,-46,-46
167,36677984,-46,-46
168,36678084,-46,-46
169,36678184,-46,-46
170,36678284,-46,-46
171,36678384,-46,-46
172,36678484,-46,-46
173,36678584,-46,-46
174,36678684,-46,-46
175,36678784,-46,-46
176,36678884,-46,-46
177,36678984,-47,-46
178,36679084,-47,-46
179,36679184,-47,-46
180,36679284,-47,-46
181,36679384,-47,-46
182,36679484,-47,-46
183,36679584,-47,-46
184,36679684,-47,-46
185,36679784,-47,-46
186,36679884,-47,-46
187,36679984,-47,-46
188,36680084,-47,-46
189,36680184,-47,-46
190,36680284,-47,-46
191,36680384,-47,-46
192,36680484,-47,-46
193,36680584,-47,-46
194,36680684,-47,-46
195,36680784,-47,-46
196,36680884,-47,-47
197,36680984,-47,-47
198,36681084,-47,-47
199,36681184,-47,-47
200,36681284,-47,-47
201,36681384,-47,-47
202,36681484,-47,-47
203,36681584,-47,-47
204,36681684,-47,-47
205,36681784,-47,-47
206,36681884,-47,-47
207,36681984,-46,-46
208,36682084,-46,-46
209,36682184,-46,-46
210,36682284,-46,-46
211,36682384,-46,-46
212,36682484,-46,-46
213,36682584,-46,-46
214,36682684,-46,-46
215,36682784,-46,-46
216,36682884,-46,-46
217,36682984,-46,-46
218,36683084,-46,-46
219,36683184,-46,-46
220,36683284,-46,-46
221,36683384,-46,-46
222,36683484,-46,-46
223,36683584,-46,-46
224,36683684,-46,-46
225,36683784,-46,-46
226,36683884,-46,-46
227,36683984,-46,-46
228,36684084,-47,-46
229,36684184,-47,-46
230,36684284,-47,-46
231,36684384,-47,-46
232,36684484,-47,-46
233,36684584,-47,-46
234,36684684,-47,-46
235,36684784,-47,-46
236,36684884,-47,-46
237,36684984,-47,-46
238,36685084,-47,-46
239,36685184,-47,-46
240,36685284,-47,-46
241,36685384,-47,-46
242,36685484,-47,-46
243,36685584,-47,-46
244,36685684,-47,-46
245,36685784,-47,-46
246,36685884,-47,-46
247,36685984,-47,-47
248,36686084,-47,-47
249,36686184,-47,-47
250,36686284,-47,-47
251,36686384,-47,-47
252,36686484,-47,-47
253,36686584,-47,-47
254,36686684,-47,-47
255,36686784,-47,-47
256,36686884,-47,-47
257,36686984,-47,-47
258,36687084,-47,-47
259,36687184,-47,-47
260,36687284,-47,-47
261,36687384,-47,-47
262,36687484,-47,-47
263,36687584,-47,-47
264,36687684,-47,-47
265,36687784,-47,-47
266,36687884,-47,-47
267,36687984,-47,-47
268,36688084,-47,-47
269,36688184,-47,-47
270,36688284,-47,-47
271,36688384,-47,-47
272,36688484,-47,-47
273,36688584,-47,-47
274,36688684,-46,-46
275,36688784,-46,-46
276,36688884,-46,-46
277,36688984,-46,-46
278,36689084,-46,-46
279,36689184,-46,-46
280,36689284,-46,-46
281,36689384,-46,-46
282,36689484,-46,-46
283,36689584,-46,-46
284,36689684,-46,-46
285,36689784,-46,-46
286,36689884,-46,-46
287,36689984,-46,-46
288,36690084,-46,-46
289,36690184,-46,-46
290,36690284,-46,-46
291,36690384,-46,-46
292,36690484,-46,-46
293,36690584,-46,-46
294,36690684,-46,-46
295,36690784,-46,-46
296,36690884,-46,-46
297,36690984,-47,-46
298,36691084,-47,-46
299,36691184,-47,-46
300,36691284,-47,-46
301,36691384,-47,-46
302,36691484,-47,-46
303,36691584,-47,-46
304,36691684,-47,-46
305,36691784,-47,-46
306,36691884,-47,-46
307,36691984,-47,-46
308,36692084,-47,-46
309,36692184,-47,-46
310,36692284,-47,-46
311,36692384,-47,-46
312,36692484,-47,-46
313,36692584,-47,-46
314,36692684,-47,-46
315,36692784,-47,-46
316,36692884,-47,-47
317,36692984,-47,-47
318,36693084,-47,-47
319,36693184,-47,-47
320,36693284,-47,-47
321,36693384,-47,-47
322,36693484,-47,-47
323,36693584,-47,-47
324,36693684,-47,-47
325,36693784,-47,-47
326,36693884,-47,-47
327,36693984,-47,-47
328,36694084,-47,-47
329,36694184,-47,-47
330,36694284,-47,-47
331,36694384,-47,-47
332,36694484,-47,-47
333,36694584,-47,-47
334,36694684,-47,-47
335,36694784,-47,-47
336,36694884,-47,-47
337,36694984,-47,-47
338,36695084,-47,-47
339,36695184,-47,-47
340,36695284,-47,-47
341,36695384,-47,-47
342,36695484,-47,-47
343,36695584,-47,-47
344,36695684,-47,-47
345,36695784,-47,-47
346,36695884,-47,-47
347,36695984,-47,-47
348,36696084,-47,-47
349,36696184,-47,-47
350,36696284,-47,-47
351,36696384,-47,-47
352,36696484,-47,-47
353,36696584,-47,-47
354,36696684,-47,-47
355,36696784,-47,-47
356,36696884,-47,-47
357,36696984,-47,-47
358,36697084,-80,-48
359,36697184,-80,-50
360,36697284,-80,-51
361,36697384,-80,-53
362,36697484,-80,-55
363,36697584,-47,-55
364,36697684,-47,-55
365,36697784,-47,-55
366,36697884,-47,-55
367,36697984,-47,-55
