Index,Timestamp_US,RSSI,Throttle,VectorX,VectorY
0,124984732,-48,200,1.0,0.07191574573516846
1,124984834,-48,200,1.0,0.07191574573516846
2,124984945,-48,200,1.0,0.07191574573516846
3,124985038,-48,200,1.0,0.07191574573516846
4,124985176,-48,200,1.0,0.07191574573516846
5,124985341,-48,200,1.0,0.07191574573516846
6,124985461,-49,200,1.0,0.07191574573516846
7,124985590,-49,200,1.0,0.07191574573516846
8,124986103,-49,200,1.0,0.07191574573516846
9,124986205,-49,200,1.0,0.07191574573516846
10,124986298,-49,200,1.0,0.07191574573516846
11,124986391,-49,200,1.0,0.07191574573516846
12,124986658,-50,200,1.0,0.07191574573516846
13,124986760,-50,200,1.0,0.07191574573516846
14,124986844,-50,200,1.0,0.07191574573516846
15,124986955,-50,200,1.0,0.07191574573516846
16,124987066,-51,200,1.0,0.07191574573516846
17,124987168,-51,200,1.0,0.07191574573516846
18,124987261,-51,200,1.0,0.07191574573516846
19,124987381,-52,200,1.0,0.07191574573516846
20,124987501,-53,200,1.0,0.07191574573516846
21,124987585,-53,200,1.0,0.07191574573516846
22,124987709,-54,200,1.0,0.07191574573516846
23,124987820,-57,200,1.0,0.07191574573516846
24,124987922,-57,200,1.0,0.07191574573516846
25,124988006,-59,200,1.0,0.07191574573516846
26,124988117,-60,200,1.0,0.07191574573516846
27,124988459,-68,200,1.0,0.07191574573516846
28,124988561,-72,200,1.0,0.07191574573516846
29,124988690,-78,200,1.0,0.07191574573516846
30,124988783,-75,200,1.0,0.07191574573516846
31,124988885,-69,200,1.0,0.07191574573516846
32,124988969,-67,200,1.0,0.07191574573516846
33,124989053,-64,200,1.0,0.07191574573516846
34,124989182,-62,200,1.0,0.07191574573516846
35,124989275,-61,200,1.0,0.07191574573516846
36,124989368,-60,200,1.0,0.07191574573516846
37,124989461,-59,200,1.0,0.07191574573516846
38,124989590,-58,200,1.0,0.07191574573516846
39,124989781,-57,200,1.0,0.07191574573516846
40,124989883,-58,200,1.0,0.07191574573516846
41,124989967,-58,200,1.0,0.07191574573516846
42,124990096,-58,200,1.0,0.07191574573516846
43,124990189,-58,200,1.0,0.07191574573516846
44,124990291,-58,200,1.0,0.07191574573516846
45,124990384,-58,200,1.0,0.07191574573516846
46,124990513,-58,200,1.0,0.07191574573516846
47,124990642,-57,200,1.0,0.07191574573516846
48,124990789,-57,200,1.0,0.07191574573516846
49,124990918,-58,200,1.0,0.07191574573516846
50,124991011,-58,200,1.0,0.07191574573516846
51,124991113,-58,200,1.0,0.07191574573516846
52,124991371,-60,200,1.0,0.07191574573516846
53,124991500,-60,200,1.0,0.07191574573516846
54,124991656,-61,200,1.0,0.07191574573516846
55,124991785,-60,200,1.0,0.07191574573516846
56,124991869,-61,200,1.0,0.07191574573516846
57,124991980,-61,200,1.0,0.07191574573516846
58,124992176,-63,200,1.0,0.07191574573516846
59,124992287,-63,200,1.0,0.07191574573516846
60,124992416,-62,200,1.0,0.07191574573516846
61,124992518,-63,200,1.0,0.07191574573516846
62,124992602,-63,200,1.0,0.07191574573516846
63,124992713,-63,200,1.0,0.07191574573516846
64,124992797,-64,200,1.0,0.07191574573516846
65,124992935,-64,200,1.0,0.07191574573516846
66,124994398,-58,200,1.0,0.07191574573516846
67,124994482,-58,200,1.0,0.07191574573516846
68,124994575,-57,200,1.0,0.07191574573516846
69,124994677,-57,200,1.0,0.07191574573516846
70,124994846,-56,200,1.0,0.07191574573516846
71,124994930,-56,200,1.0,0.07191574573516846
72,124995023,-55,200,1.0,0.07191574573516846
73,124995143,-55,200,1.0,0.07191574573516846
74,124995236,-54,200,1.0,0.07191574573516846
75,124995356,-54,200,1.0,0.07191574573516846
76,124995476,-53,200,1.0,0.07191574573516846
77,124995560,-53,200,1.0,0.07191574573516846
78,124995689,-53,200,1.0,0.07191574573516846
79,124995773,-53,200,1.0,0.07191574573516846
80,124995875,-53,200,1.0,0.07191574573516846
81,124995995,-52,200,1.0,0.07191574573516846
82,124996106,-52,200,1.0,0.07191574573516846
83,124996355,-52,200,1.0,0.07191574573516846
84,124996466,-51,200,1.0,0.07191574573516846
85,124996559,-52,200,1.0,0.07191574573516846
86,124996661,-51,200,1.0,0.07191574573516846
87,124996781,-51,200,1.0,0.07191574573516846
88,124996901,-51,200,1.0,0.07191574573516846
89,124997123,-51,200,1.0,0.07191574573516846
90,124997225,-51,200,1.0,0.07191574573516846
91,124997336,-51,200,1.0,0.07191574573516846
92,124997447,-51,200,1.0,0.07191574573516846
93,124997558,-51,200,1.0,0.07191574573516846
94,124997660,-51,200,1.0,0.07191574573516846
95,124997753,-51,200,1.0,0.07191574573516846
96,124997855,-50,200,1.0,0.07191574573516846
97,124997966,-50,200,1.0,0.07191574573516846
98,124998068,-50,200,1.0,0.07191574573516846
99,124998179,-50,200,1.0,0.07191574573516846
100,124998317,-50,200,1.0,0.07191574573516846
101,124998419,-50,200,1.0,0.07191574573516846
102,124998512,-50,200,1.0,0.07191574573516846
103,124998596,-50,200,1.0,0.07191574573516846
104,124998725,-50,200,1.0,0.07191574573516846
105,124998818,-50,200,1.0,0.07191574573516846
106,124998902,-49,200,1.0,0.07191574573516846
107,124998995,-50,200,1.0,0.07191574573516846
108,124999106,-49,200,1.0,0.07191574573516846
109,124999208,-49,200,1.0,0.07191574573516846
110,124999337,-49,200,1.0,0.07191574573516846
111,124999532,-49,200,1.0,0.07191574573516846
112,124999904,-49,200,1.0,0.07191574573516846
113,124999988,-49,200,1.0,0.07191574573516846
114,125000099,-49,200,1.0,0.07191574573516846
115,125000210,-49,200,1.0,0.07191574573516846
116,125000321,-49,200,1.0,0.07191574573516846
117,125000414,-49,200,1.0,0.07191574573516846
118,125000516,-49,200,1.0,0.07191574573516846
119,125000609,-49,200,1.0,0.07191574573516846
120,125000738,-49,200,1.0,0.07191574573516846
121,125001075,-49,200,1.0,0.07191574573516846
122,125001294,-49,200,1.0,0.07191574573516846
123,125001405,-49,200,1.0,0.07191574573516846
124,125001498,-49,200,1.0,0.07191574573516846
125,125001609,-49,200,1.0,0.07191574573516846
126,125001720,-49,200,1.0,0.07191574573516846
127,125001840,-49,200,1.0,0.07191574573516846
128,125002035,-49,200,1.0,0.07191574573516846
129,125002137,-49,200,1.0,0.07191574573516846
130,125002248,-48,200,1.0,0.07191574573516846
131,125002359,-48,200,1.0,0.07191574573516846
132,125002470,-48,200,1.0,0.07191574573516846
133,125002581,-48,200,1.0,0.07191574573516846
134,125002716,-48,200,1.0,0.07191574573516846
135,125002827,-48,200,1.0,0.07191574573516846
136,125002938,-48,200,1.0,0.07191574573516846
137,125003022,-48,200,1.0,0.07191574573516846
138,125003151,-47,200,1.0,0.07191574573516846
139,125003253,-47,200,1.0,0.07191574573516846
140,125003373,-47,200,1.0,0.07191574573516846
141,125003493,-47,200,1.0,0.07191574573516846
142,125003613,-47,200,1.0,0.07191574573516846
143,125003697,-47,200,1.0,0.07191574573516846
144,125003790,-47,200,1.0,0.07191574573516846
145,125003901,-46,200,1.0,0.07191574573516846
146,125004003,-46,200,1.0,0.07191574573516846
147,125004114,-47,200,1.0,0.07191574573516846
148,125004198,-46,200,1.0,0.07191574573516846
149,125004318,-46,200,1.0,0.07191574573516846
150,125004438,-46,200,1.0,0.07191574573516846
151,125004549,-46,200,1.0,0.07191574573516846
152,125004633,-46,200,1.0,0.07191574573516846
153,125004744,-46,200,1.0,0.07191574573516846
154,125004837,-46,200,1.0,0.07191574573516846
155,125005328,-46,200,1.0,0.07191574573516846
156,125005430,-46,200,1.0,0.07191574573516846
157,125005514,-46,200,1.0,0.07191574573516846
158,125005643,-46,200,1.0,0.07191574573516846
159,125005754,-46,200,1.0,0.07191574573516846
160,125005856,-46,200,1.0,0.07191574573516846
161,125005949,-46,200,1.0,0.07191574573516846
162,125006060,-46,200,1.0,0.07191574573516846
163,125006180,-46,200,1.0,0.07191574573516846
164,125006273,-46,200,1.0,0.07191574573516846
165,125006459,-46,200,1.0,0.07191574573516846
166,125006588,-46,200,1.0,0.07191574573516846
167,125006735,-46,200,1.0,0.07191574573516846
168,125006846,-46,200,1.0,0.07191574573516846
169,125006975,-46,200,1.0,0.07191574573516846
170,125007086,-46,200,1.0,0.07191574573516846
171,125007197,-46,200,1.0,0.07191574573516846
172,125007473,-46,200,1.0,0.07191574573516846
173,125007593,-46,200,1.0,0.07191574573516846
174,125007740,-46,200,1.0,0.07191574573516846
175,125007842,-46,200,1.0,0.07191574573516846
176,125008100,-46,200,1.0,0.07191574573516846
177,125008193,-46,200,1.0,0.07191574573516846
178,125008452,-45,200,1.0,0.07191574573516846
179,125008563,-45,200,1.0,0.07191574573516846
180,125008683,-45,200,1.0,0.07191574573516846
181,125008812,-45,200,1.0,0.07191574573516846
182,125008941,-45,200,1.0,0.07191574573516846
183,125009061,-45,200,1.0,0.07191574573516846
184,125009181,-45,200,1.0,0.07191574573516846
185,125009283,-45,200,1.0,0.07191574573516846
186,125009421,-45,200,1.0,0.07191574573516846
187,125009568,-45,200,1.0,0.07191574573516846
188,125009670,-45,200,1.0,0.07191574573516846
189,125009808,-44,200,1.0,0.07191574573516846
190,125009937,-44,200,1.0,0.07191574573516846
191,125011066,-44,200,1.0,0.07191574573516846
192,125011292,-44,200,1.0,0.07191574573516846
193,125011404,-44,200,1.0,0.07191574573516846
194,125011542,-44,200,1.0,0.07191574573516846
195,125011653,-44,200,1.0,0.07191574573516846
196,125011755,-44,200,1.0,0.07191574573516846
197,125011884,-44,200,1.0,0.07191574573516846
198,125011977,-44,200,1.0,0.07191574573516846
199,125012070,-45,200,1.0,0.07191574573516846
200,125012172,-45,200,1.0,0.07191574573516846
201,125012256,-45,200,1.0,0.07191574573516846
202,125012358,-45,200,1.0,0.07191574573516846
203,125012514,-45,200,1.0,0.07191574573516846
204,125012616,-45,200,1.0,0.07191574573516846
205,125012736,-45,200,1.0,0.07191574573516846
206,125012829,-46,200,1.0,0.07191574573516846
207,125012940,-46,200,1.0,0.07191574573516846
208,125013060,-46,200,1.0,0.07191574573516846
209,125013180,-46,200,1.0,0.07191574573516846
210,125013309,-47,200,1.0,0.07191574573516846
211,125013420,-47,200,1.0,0.07191574573516846
212,125013513,-47,200,1.0,0.07191574573516846
213,125013624,-47,200,1.0,0.07191574573516846
214,125013753,-48,200,1.0,0.07191574573516846
215,125013873,-48,200,1.0,0.07191574573516846
216,125013966,-48,200,1.0,0.07191574573516846
217,125014077,-48,200,1.0,0.07191574573516846
218,125014380,-49,200,1.0,0.07191574573516846
219,125014500,-49,200,1.0,0.07191574573516846
220,125014620,-50,200,1.0,0.07191574573516846
221,125014740,-50,200,1.0,0.07191574573516846
222,125014962,-50,200,1.0,0.07191574573516846
223,125015046,-50,200,1.0,0.07191574573516846
224,125015148,-50,200,1.0,0.07191574573516846
225,125015259,-50,200,1.0,0.07191574573516846
226,125015343,-51,200,1.0,0.07191574573516846
227,125015436,-51,200,1.0,0.07191574573516846
228,125015556,-51,200,1.0,0.07191574573516846
229,125015658,-51,200,1.0,0.07191574573516846
230,125015751,-51,200,1.0,0.07191574573516846
231,125015835,-51,200,1.0,0.07191574573516846
232,125015928,-51,200,1.0,0.07191574573516846
233,125016066,-51,200,1.0,0.07191574573516846
234,125016188,-51,200,1.0,0.07191574573516846
235,125016299,-51,200,1.0,0.07191574573516846
236,125016410,-51,200,1.0,0.07191574573516846
237,125016503,-51,200,1.0,0.07191574573516846
238,125016762,-51,200,1.0,0.07191574573516846
239,125016873,-51,200,1.0,0.07191574573516846
240,125016984,-51,200,1.0,0.07191574573516846
241,125017068,-51,200,1.0,0.07191574573516846
242,125017179,-51,200,1.0,0.07191574573516846
243,125017335,-51,200,1.0,0.07191574573516846
244,125017482,-52,200,1.0,0.07191574573516846
245,125017620,-52,200,1.0,0.07191574573516846
246,125019934,-63,200,1.0,0.07191574573516846
247,125020174,-63,200,1.0,0.07191574573516846
248,125020285,-62,200,1.0,0.07191574573516846
249,125020432,-61,200,1.0,0.07191574573516846
250,125020552,-59,200,1.0,0.07191574573516846
251,125020690,-58,200,1.0,0.07191574573516846
252,125020801,-58,200,1.0,0.07191574573516846
253,125020885,-57,200,1.0,0.07191574573516846
254,125020996,-56,200,1.0,0.07191574573516846
