Index,Timestamp_US,RSSI
0,21958581,-44
1,21958857,-44
2,21958986,-44
3,21959742,-44
4,21959835,-44
5,21959928,-44
6,21960105,-44
7,21960207,-44
8,21960327,-44
9,21960429,-44
10,21960684,-44
11,21960813,-44
12,21960906,-44
13,21961098,-44
14,21961209,-44
15,21961302,-44
16,21961413,-44
17,21961551,-44
18,21961662,-44
19,21961928,-44
20,21963792,-44
21,21963885,-44
22,21964005,-44
23,21964143,-44
24,21964254,-44
25,21964437,-44
26,21964548,-44
27,21964677,-44
28,21964806,-44
29,21964935,-44
30,21965214,-44
31,21965450,-44
32,21965570,-44
33,21965774,-44
34,21965885,-44
35,21966005,-44
36,21966107,-44
37,21966245,-44
38,21966347,-44
39,21966458,-44
40,21966560,-44
41,21966782,-44
42,21966920,-44
43,21967049,-44
44,21968791,-44
45,21968902,-44
46,21969004,-44
47,21969106,-44
48,21969217,-44
49,21969319,-44
50,21969421,-44
51,21969751,-44
52,21969862,-44
53,21969946,-44
54,21970048,-44
55,21970132,-44
56,21970234,-44
57,21970336,-44
58,21970447,-44
59,21970540,-44
60,21970744,-44
61,21970828,-44
62,21970966,-44
63,21971095,-44
64,21971906,-44
65,21973139,-44
66,21973232,-44
67,21973325,-44
68,21973454,-44
69,21973893,-44
70,21973986,-44
71,21974070,-44
72,21974181,-44
73,21974265,-44
74,21974358,-44
75,21974966,-44
76,21976107,-44
77,21976209,-44
78,21976356,-44
79,21976716,-44
80,21976800,-44
81,21976884,-44
82,21976986,-44
83,21977106,-44
84,21977199,-44
85,21977283,-44
86,21977421,-44
87,21977514,-44
88,21977625,-44
89,21977772,-44
90,21977883,-44
91,21977994,-44
92,21978087,-44
93,21978171,-44
94,21978264,-44
95,21978375,-44
96,21978477,-44
97,21978579,-44
98,21978690,-44
99,21978810,-44
100,21981416,-44
101,21982124,-44
102,21982226,-44
103,21982328,-44
104,21982421,-44
105,21982505,-44
106,21982754,-44
107,21982874,-44
108,21982994,-44
109,21983105,-44
110,21983198,-44
111,21983291,-44
112,21983375,-44
113,21983495,-44
114,21983624,-44
115,21983744,-44
116,21983828,-44
117,21984014,-44
118,21984107,-44
119,21984227,-44
120,21984329,-44
121,21984431,-44
122,21984542,-44
123,21984698,-44
124,21984827,-44
125,21984974,-44
126,21985076,-44
127,21985214,-44
128,21985316,-44
129,21985472,-44
130,21985583,-44
131,21985859,-44
132,21985988,-44
133,21986090,-44
134,21986219,-44
135,21986348,-44
