Index,Timestamp_US,RSSI,Smoothed_RSSI
0,36484184,-47,-47
1,36484284,-47,-47
2,36484384,-47,-47
3,36484484,-47,-47
4,36484584,-47,-47
5,36484684,-47,-47
6,36484784,-47,-47
7,36484884,-47,-47
8,36484984,-47,-47
9,36485084,-47,-47
10,36485184,-47,-47
11,36485284,-47,-47
12,36485384,-47,-47
13,36485484,-47,-47
14,36485584,-47,-47
15,36485684,-47,-47
16,36485784,-47,-47
17,36485884,-47,-47
18,36485984,-47,-47
19,36486084,-47,-47
20,36486184,-47,-47
21,36486284,-47,-47
22,36486384,-47,-47
23,36486484,-47,-47
24,36486584,-47,-47
25,36486684,-47,-47
26,36486784,-47,-47
27,36486884,-47,-47
28,36486984,-47,-47
29,36487084,-47,-47
30,36487184,-47,-47
31,36487284,-47,-47
32,36487384,-47,-47
33,36487484,-47,-47
34,36487584,-47,-47
35,36487684,-47,-47
36,36487784,-47,-47
37,36487884,-47,-47
38,36487984,-47,-47
39,36488084,-47,-47
40,36488184,-47,-47
41,36488284,-47,-47
42,36488384,-47,-47
43,36488484,-47,-47
44,36488584,-47,-47
45,36488684,-47,-47
46,36488784,-47,-47
47,36488884,-47,-47
48,36488984,-47,-47
49,36489084,-47,-47
50,36489184,-47,-47
51,36489284,-47,-47
52,36489384,-47,-47
53,36489484,-47,-47
54,36489584,-47,-47
55,36489684,-47,-47
56,36489784,-47,-47
57,36489884,-47,-47
58,36489984,-47,-47
59,36490084,-47,-47
60,36490184,-47,-47
61,36490284,-47,-47
62,36490384,-47,-47
63,36490484,-47,-47
64,36490584,-47,-47
65,36490684,-47,-47
66,36490784,-47,-47
67,36490884,-47,-47
68,36490984,-47,-47
69,36491084,-47,-47
70,36491184,-47,-47
71,36491284,-47,-47
72,36491384,-47,-47
73,36491484,-47,-47
74,36491584,-47,-47
75,36491684,-47,-47
76,36491784,-47,-47
77,36491884,-47,-47
78,36491984,-80,-48
79,36492084,-80,-50
80,36492184,-80,-51
81,36492284,-80,-53
82,36492384,-80,-55
83,36492484,-80,-56
84,36492584,-80,-58
85,36492684,-80,-60
86,36492784,-80,-61
87,36492884,-80,-63
88,36492984,-80,-65
89,36493084,-80,-66
90,36493184,-80,-68
91,36493284,-80,-70
92,36493384,-80,-71
93,36493484,-80,-73
94,36493584,-80,-75
95,36493684,-80,-76
96,36493784,-47,-76
97,36493884,-46,-76
98,36493984,-47,-75
99,36494084,-47,-73
100,36494184,-47,-71
101,36494284,-47,-70
102,36494384,-47,-68
103,36494484,-47,-66
104,36494584,-47,-65
105,36494684,-47,-63
106,36494784,-47,-61
107,36494884,-47,-60
108,36494984,-47,-58
109,36495084,-47,-56
110,36495184,-47,-55
111,36495284,-47,-53
112,36495384,-47,-51
113,36495484,-47,-50
114,36495584,-47,-48
115,36495684,-47,-46
116,36495784,-47,-46
117,36495884,-47,-47
118,36495984,-47,-47
119,36496084,-47,-47
120,36496184,-47,-47
121,36496284,-47,-47
122,36496384,-47,-47
123,36496484,-47,-47
124,36496584,-47,-47
125,36496684,-47,-47
126,36496784,-47,-47
127,36496884,-47,-47
128,36496984,-47,-47
129,36497084,-47,-47
130,36497184,-47,-47
131,36497284,-47,-47
132,36497384,-47,-47
133,36497484,-47,-47
134,36497584,-47,-47
135,36497684,-47,-47
136,36497784,-47,-47
137,36497884,-47,-47
138,36497984,-47,-47
139,36498084,-47,-47
140,36498184,-47,-47
141,36498284,-47,-47
142,36498384,-47,-47
143,36498484,-47,-47
144,36498584,-47,-47
145,36498684,-47,-47
146,36498784,-47,-47
147,36498884,-47,-47
148,36498984,-47,-47
149,36499084,-47,-47
150,36499184,-47,-47
151,36499284,-47,-47
152,36499384,-47,-47
153,36499484,-47,-47
154,36499584,-47,-47
155,36499684,-47,-47
156,36499784,-47,-47
157,36499884,-47,-47
158,36499984,-47,-47
159,36500084,-47,-47
160,36500184,-47,-47
161,36500284,-47,-47
162,36500384,-47,-47
163,36500484,-47,-47
164,36500584,-47,-47
165,36500684,-47,-47
166,36500784,-47,-47
167,36500884,-47,-47
168,36500984,-47,-47
169,36501084,-47,-47
170,36501184,-47,-47
171,36501284,-47,-47
172,36501384,-47,-47
173,36501484,-47,-47
174,36501584,-47,-47
175,36501684,-47,-47
176,36501784,-47,-47
177,36501884,-47,-47
178,36501984,-47,-47
179,36502084,-47,-47
180,36502184,-47,-47
181,36502284,-47,-47
182,36502384,-47,-47
183,36502484,-47,-47
184,36502584,-47,-47
185,36502684,-47,-47
186,36502784,-47,-47
187,36502884,-47,-47
188,36502984,-47,-47
189,36503084,-47,-47
190,36503184,-47,-47
191,36503284,-47,-47
192,36503384,-47,-47
193,36503484,-47,-47
194,36503584,-47,-47
195,36503684,-47,-47
196,36503784,-47,-47
197,36503884,-47,-47
198,36503984,-47,-47
199,36504084,-47,-47
200,36504184,-47,-47
201,36504284,-47,-47
202,36504384,-47,-47
203,36504484,-47,-47
204,36504584,-47,-47
205,36504684,-47,-47
206,36504784,-47,-47
207,36504884,-47,-47
208,36504984,-47,-47
209,36505084,-47,-47
210,36505184,-47,-47
211,36505284,-47,-47
212,36505384,-47,-47
213,36505484,-47,-47
214,36505584,-47,-47
215,36505684,-47,-47
216,36505784,-47,-47
217,36505884,-47,-47
218,36505984,-47,-47
219,36506084,-47,-47
220,36506184,-47,-47
221,36506284,-47,-47
222,36506384,-47,-47
223,36506484,-47,-47
224,36506584,-47,-47
225,36506684,-47,-47
226,36506784,-47,-47
227,36506884,-47,-47
228,36506984,-47,-47
229,36507084,-47,-47
230,36507184,-47,-47
231,36507284,-47,-47
232,36507384,-47,-47
233,36507484,-47,-47
234,36507584,-47,-47
235,36507684,-47,-47
236,36507784,-47,-47
237,36507884,-47,-47
238,36507984,-47,-47
239,36508084,-47,-47
240,36508184,-47,-47
241,36508284,-47,-47
242,36508384,-47,-47
243,36508484,-47,-47
244,36508584,-47,-47
245,36508684,-47,-47
246,36508784,-47,-47
247,36508884,-47,-47
248,36508984,-47,-47
249,36509084,-47,-47
250,36509184,-47,-47
251,36509284,-47,-47
252,36509384,-47,-47
253,36509484,-47,-47
254,36509584,-47,-47
255,36509684,-47,-47
256,36509784,-47,-47
257,36509884,-47,-47
258,36509984,-47,-47
