Index,Timestamp_US,RSSI
0,73049502,-46
1,73049631,-46
2,73049742,-46
3,73049880,-46
4,73049982,-47
5,73050093,-47
6,73050204,-47
7,73050288,-47
8,73050390,-47
9,73050483,-47
10,73050585,-47
11,73050723,-47
12,73050843,-47
13,73050954,-47
14,73051056,-47
15,73053197,-47
16,73053290,-47
17,73053428,-47
18,73054076,-50
19,73054187,-50
20,73054280,-51
21,73054400,-51
22,73054511,-52
23,73054613,-52
24,73054706,-52
25,73054817,-53
26,73054910,-53
27,73055081,-53
28,73055297,-52
29,73055399,-51
30,73055492,-51
31,73055612,-50
32,73055714,-50
33,73057185,-45
34,73057278,-44
35,73057556,-44
36,73057667,-44
37,73057751,-44
38,73057853,-44
39,73057937,-44
40,73058479,-43
41,73058572,-43
42,73058710,-43
43,73058839,-43
44,73058977,-43
45,73059115,-43
46,73059364,-43
47,73059502,-43
48,73059631,-43
49,73059751,-43
50,73059862,-43
51,73059991,-42
52,73060075,-42
53,73060279,-42
54,73062244,-41
55,73062346,-40
56,73062430,-41
57,73062523,-41
58,73062745,-41
59,73062838,-41
60,73062922,-40
61,73063051,-41
62,73063162,-40
63,73063246,-41
64,73063357,-41
65,73063441,-41
66,73063543,-41
67,73063636,-42
68,73063729,-42
69,73063831,-42
70,73063960,-42
71,73064062,-42
72,73064257,-43
73,73064359,-43
74,73064470,-43
75,73064562,-43
76,73064673,-44
77,73064766,-44
78,73064859,-44
79,73064961,-44
80,73065064,-45
81,73065148,-45
82,73065379,-45
83,73066066,-48
84,73066305,-48
85,73066416,-49
86,73066518,-49
87,73066603,-49
88,73066731,-49
89,73066824,-49
90,73066909,-49
91,73067028,-49
92,73067139,-49
93,73067259,-49
94,73067370,-48
95,73067463,-48
96,73067548,-48
97,73067667,-48
98,73067787,-48
99,73067881,-47
100,73068009,-47
101,73068094,-47
102,73068222,-47
103,73068324,-47
104,73068417,-47
105,73068537,-46
106,73068630,-46
107,73068732,-46
108,73068865,-46
109,73068958,-46
110,73069078,-46
111,73069225,-46
112,73069354,-46
113,73071595,-51
114,73071706,-51
115,73071946,-51
116,73072039,-51
117,73072195,-50
118,73072315,-50
119,73072417,-49
120,73072519,-49
121,73072630,-48
122,73072723,-48
123,73072816,-47
124,73072918,-47
125,73073029,-46
126,73073317,-45
127,73073410,-45
128,73073521,-45
129,73073614,-45
130,73073707,-44
131,73073818,-44
132,73073920,-44
133,73074013,-44
134,73074178,-43
135,73074316,-43
136,73074463,-43
137,73074574,-43
138,73074685,-43
139,73074796,-43
140,73074907,-42
141,73075000,-43
142,73075093,-42
143,73075213,-42
144,73075360,-42
