local_timestamp,rssi,tmag_x,tmag_y,tmag_z
823790381,-116,3456,10,-28657
823790472,-116,3456,10,-28657
823790593,-116,3376,16394,28687
823790731,-116,3376,16394,28687
823790849,-53,2528,4096,-29520
823790998,-53,2528,4096,-29520
823791125,-54,2528,4096,-29520
823791226,-53,2448,3984,-29488
823791353,-53,2448,3984,-29488
823791484,-116,3344,16394,28687
823791623,-116,3344,16394,28687
823791743,-116,3392,-20470,-28657
823791858,-116,3392,-20470,-28657
823791965,-116,3392,-20470,-28657
823792094,-54,2416,4032,-29584
823792240,-54,2416,4032,-29584
823792360,-53,2464,4080,-29552
823792502,-54,2464,4080,-29552
823792609,-54,2464,4080,-29552
823792752,-54,2240,4128,-29520
823792860,-54,2240,4128,-29520
823792993,-54,2336,4224,-29552
823793126,-54,2336,4224,-29552
823793249,-54,2272,4096,-29488
823793366,-54,2272,4096,-29488
823793465,-54,2272,4096,-29488
823793602,-54,2224,4048,-29584
823793732,-54,2224,4048,-29584
823793860,-54,2240,4192,-29632
823793981,-54,2240,4192,-29632
823794087,-54,2240,4192,-29632
823794196,-54,2336,4128,-29584
823794327,-54,2336,4128,-29584
823794401,-54,2336,4128,-29584
823794514,-54,2192,4224,-29584
823794638,-54,2192,4224,-29584
823794805,-54,2048,4192,-29568
823794935,-54,2048,4192,-29568
823795039,-54,2048,4192,-29568
823795136,-54,2048,4128,-29584
823795244,-54,2048,4128,-29584
823797138,-54,1872,4496,-29504
823797224,-54,1872,4496,-29504
823797336,-54,1872,4496,-29504
823797436,-54,1712,4416,-29552
823797547,-54,1712,4416,-29552
823797629,-54,1712,4416,-29552
823797760,-54,1840,4496,-29568
823797903,-54,1840,4496,-29568
823798028,-54,1840,4496,-29568
823798140,-54,1648,4384,-29488
823798244,-54,1648,4384,-29488
823798374,-55,1664,4400,-29600
823798508,-55,1664,4400,-29600
823798607,-55,1664,4400,-29600
823800159,-55,1408,4480,-29488
823800246,-55,1408,4480,-29488
823800339,-55,1408,4480,-29488
823800442,-55,1408,4480,-29488
823800513,-55,1408,4624,-29408
823800617,-55,1408,4624,-29408
823800734,-55,1408,4624,-29408
823800845,-55,1344,4592,-29488
823800949,-56,1344,4592,-29488
823801069,-56,1312,4752,-29408
823802992,-57,1072,4672,-29424
823803144,-56,1072,4672,-29424
823803275,-57,1072,4672,-29424
823803406,-56,1072,4672,-29424
823803537,-57,1072,4672,-29424
823803626,-57,1072,4672,-29424
823803810,-57,1072,4672,-29424
823803941,-57,1072,4672,-29424
823804071,-57,1072,4672,-29424
823804203,-57,1024,4784,-29360
823804363,-57,1024,4784,-29360
823804549,-57,896,4848,-29264
823804665,-57,896,4848,-29264
823804885,-57,672,4960,-29344
823804985,-58,672,4960,-29344
823805094,-58,896,4896,-29376
823805181,-58,896,4896,-29376
823805311,-58,896,4896,-29376
823805422,-58,928,4880,-29296
823805870,-58,800,4864,-29344
823805979,-58,800,4864,-29344
823806068,-58,800,4896,-29328
823806173,-58,800,4896,-29328
823806255,-58,800,4896,-29328
823806345,-58,768,4848,-29296
823806482,-58,768,4848,-29296
823806602,-58,512,5120,-29184
823806749,-58,512,5120,-29184
823806880,-59,512,5120,-29184
823807003,-59,496,5120,-29232
823807110,-59,496,5120,-29232
823807239,-59,560,4976,-29248
823807379,-59,560,4976,-29248
823807507,-59,512,5008,-29200
823807646,-59,512,5008,-29200
823807733,-59,512,5008,-29200
823807869,-59,320,5120,-29232
823808007,-60,320,5120,-29232
823808130,-60,384,5024,-29216
823808276,-60,384,5024,-29216
823808394,-60,384,5024,-29216
823808506,-60,384,5040,-29184
823808614,-60,384,5040,-29184
823808744,-60,320,5120,-29136
823808888,-60,320,5120,-29136
823809101,-60,320,5088,-29120
823809233,-60,320,5088,-29120
823809356,-60,224,5104,-29088
823809500,-61,224,5104,-29088
823809630,-60,384,5152,-29136
823809778,-61,384,5152,-29136
823809877,-61,384,5152,-29136
823810000,-61,224,5216,-29120
823810123,-61,224,5216,-29120
823810250,-61,224,5072,-29104
823810411,-61,224,5072,-29104
823810516,-61,32,5232,-29008
823812787,-61,-224,5184,-28992
823812858,-61,-224,5184,-28992
823812968,-62,-112,5200,-28992
823813084,-62,-112,5200,-28992
823813155,-62,-112,5200,-28992
823813256,-62,-208,5184,-28944
823813394,-62,-208,5184,-28944
823813602,-62,-352,5248,-28896
823813723,-62,-352,5248,-28896
823813849,-63,-480,5216,-28976
823813985,-63,-480,5216,-28976
823814199,-63,-384,5264,-28912
823814321,-63,-384,5264,-28912
823814443,-63,-448,5216,-28912
823814595,-63,-448,5216,-28912
823814716,-63,-272,5312,-28848
823814853,-63,-272,5312,-28848
823814946,-63,-272,5312,-28848
823815080,-64,-352,5248,-28816
823815213,-64,-352,5248,-28816
823815334,-64,-576,5200,-28848
823815476,-64,-576,5200,-28848
823815575,-64,-576,5200,-28848
823815708,-64,-464,5248,-28848
823815833,-64,-464,5248,-28848
823815961,-64,-656,5152,-28768
823816097,-64,-656,5152,-28768
823816212,-64,-656,5152,-28768
823816330,-64,-784,5280,-28832
823816438,-64,-784,5280,-28832
823816570,-64,-608,5360,-28832
823816705,-64,-608,5360,-28832
823816917,-64,-656,5392,-28752
823817039,-64,-656,5392,-28752
823817172,-64,-864,5200,-28752
823817302,-64,-864,5200,-28752
823817378,-64,-864,5200,-28752
823817492,-64,-928,5136,-28720
823817618,-64,-928,5136,-28720
823817729,-64,-752,5360,-28656
823817841,-64,-752,5360,-28656
823817931,-64,-752,5360,-28656
823818048,-64,-896,5280,-28720
823818183,-64,-896,5280,-28720
823818262,-64,-896,5280,-28720
823818376,-64,-1072,5440,-28656
823818512,-64,-1072,5440,-28656
823818629,-64,-976,5200,-28720
823818734,-63,-976,5200,-28720
823818829,-63,-976,5200,-28720
823818943,-63,-896,5344,-28672
823819068,-63,-896,5344,-28672
823819158,-63,-896,5344,-28672
823819270,-63,-1136,5504,-28624
823819395,-63,-1136,5504,-28624
823821018,-63,-1312,5232,-28560
823821125,-63,-1264,5376,-28576
823821242,-63,-1264,5376,-28576
823821312,-63,-1264,5376,-28576
823821415,-62,-1472,5344,-28624
823821531,-62,-1472,5344,-28624
823821637,-62,-1472,5344,-28624
823823072,-61,-1744,5456,-28464
823823183,-61,-1632,5376,-28496
823823380,-61,-1632,5376,-28496
823823589,-61,-1712,5328,-28432
823823795,-60,-1712,5328,-28432
823823898,-61,-1712,5328,-28432
823824052,-61,-1712,5328,-28432
823824140,-61,-1712,5328,-28432
823824354,-61,-1728,5264,-28528
823824675,-60,-1872,5344,-28416
823824794,-60,-1856,5232,-28432
823824891,-60,-1856,5232,-28432
823825009,-60,-1856,5232,-28432
823825126,-60,-2032,5232,-28480
823825242,-60,-2032,5232,-28480
823825635,-60,-1872,5072,-28432
823825747,-60,-1904,5296,-28464
823825862,-60,-1904,5296,-28464
823825929,-60,-1904,5296,-28464
