local_timestamp,rssi,tmag_x,tmag_y,tmag_z
4025748313,-65,288,-4352,-11696
4025748829,-65,400,-4272,-12032
4025748952,-64,400,-4272,-12032
4025749019,-64,400,-4272,-12032
4025749121,-64,688,-4176,-12048
4025749249,-64,688,-4176,-12048
4025749317,-64,688,-4176,-12048
4025749449,-64,576,-4128,-12160
4025749581,-64,576,-4128,-12160
4025749700,-64,576,-4128,-12160
4025749814,-65,496,-4112,-12384
4025749926,-65,496,-4112,-12384
4025750545,-65,528,-3760,-12512
4025750658,-66,416,-3856,-12704
4025750773,-66,416,-3856,-12704
4025750843,-66,416,-3856,-12704
4025750959,-66,272,-3696,-12800
4025751092,-65,272,-3696,-12800
4025751180,-66,272,-3696,-12800
4025751319,-65,304,-3552,-12944
4025751444,-65,304,-3552,-12944
4025751574,-65,400,-3424,-13024
4025751721,-65,400,-3424,-13024
4025751936,-64,352,-3424,-13216
4025752063,-63,352,-3424,-13216
4025752198,-63,432,-3296,-13216
4025752325,-62,432,-3296,-13216
4025752530,-61,304,-3280,-13328
4025752645,-60,304,-3280,-13328
4025752771,-60,256,-3232,-13424
4025752906,-59,256,-3232,-13424
4025753005,-59,256,-3232,-13424
4025753121,-58,336,-3056,-13536
4025753401,-70,144,-2752,-13664
4025754876,-70,-224,-2208,-13936
4025754952,-56,-224,-2208,-13936
4025755048,-56,-224,-2208,-13936
4025755150,-56,-192,-2176,-13952
4025755259,-56,-192,-2176,-13952
4025755337,-56,-192,-2176,-13952
4025755529,-55,-272,-1904,-14112
4025755644,-55,-272,-1904,-14112
4025755782,-55,-256,-1632,-14048
4025755926,-55,-256,-1632,-14048
4025756028,-55,-256,-1632,-14048
4025756174,-55,-432,-1680,-14032
4025756282,-55,-432,-1680,-14032
4025756415,-55,-416,-1504,-14160
4025756550,-55,-416,-1504,-14160
4025756673,-55,-432,-1376,-14112
4025756820,-55,-432,-1376,-14112
4025756912,-55,-432,-1376,-14112
4025757052,-55,-736,-1264,-14176
4025757175,-55,-736,-1264,-14176
4025757309,-55,-688,-848,-14080
4025757453,-55,-688,-848,-14080
4025757667,-55,-880,-960,-14144
4025757782,-55,-880,-960,-14144
4025757908,-55,-1136,-768,-14208
4025758049,-55,-1136,-768,-14208
4025758177,-55,-1136,-768,-14208
4025758294,-55,-1168,-672,-14144
4025758397,-55,-1168,-672,-14144
4025758520,-55,-1376,-512,-14128
4025758666,-55,-1376,-512,-14128
4025758797,-55,-1440,-368,-14128
4025758939,-55,-1440,-368,-14128
4025759031,-55,-1440,-368,-14128
4025759177,-55,-1456,-384,-14080
4025759301,-55,-1456,-384,-14080
4025759433,-55,-1584,-256,-13984
4025759555,-55,-1584,-256,-13984
4025759630,-55,-1584,-256,-13984
4025759750,-55,-1712,-352,-14016
4025759866,-55,-1712,-352,-14016
4025759958,-55,-1712,-352,-14016
4025760063,-55,-1856,112,-13840
4025760183,-54,-1856,112,-13840
4025760271,-54,-1856,112,-13840
4025760377,-54,-1952,-96,-13872
4025760485,-54,-1952,-96,-13872
4025760594,-54,-2288,160,-13792
4025760684,-54,-2288,160,-13792
4025760799,-54,-2288,160,-13792
4025760911,-53,-2416,192,-13728
4025761063,-53,-2416,192,-13728
4025761180,-53,-2416,192,-13728
4025761272,-53,-2752,128,-13680
4025763771,-53,-4000,464,-12704
4025763841,-53,-4000,464,-12704
4025763947,-53,-4080,288,-12576
4025764078,-53,-4080,288,-12576
4025764153,-52,-4080,288,-12576
4025764249,-52,-4144,512,-12496
4025764384,-52,-4144,512,-12496
4025764504,-52,-4144,512,-12496
4025764632,-52,-4336,288,-12256
4025764737,-52,-4336,288,-12256
4025764869,-52,-4560,304,-12112
4025765011,-52,-4560,304,-12112
