local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
829050797,25276776,-4800,2912,-27920,-68,94,829050797,5,24,5,21,8,23,13,10,24,9,23,9,24,11,23,12,23,17,23,19,22,23,23,20,20,22,23,23,25,27,23,32,25,26,26,30,30,28,30,26,30,27,32,23,35,22,34,20,34,20,34,17,36,0,0,0,0,-21,15,-20,14,-19,8,-19,14,-18,14,-17,9,-16,8,-15,13,10,-13,15,-13,15,-11,15,-10,13,-9,14,-7,14,-5,16,-4,21,-3,17,0,20
829050916,25276776,-4800,2912,-27920,-67,94,829050916,13,18,15,15,16,14,18,17,17,15,18,13,19,13,20,12,23,14,25,13,27,12,25,13,10,27,13,10,28,9,32,11,34,12,32,11,36,14,35,15,34,17,34,19,29,19,28,19,28,20,27,23,25,24,0,0,0,0,-10,22,-11,22,-8,16,-10,20,-9,21,-6,15,-6,15,-4,14,-5,19,-4,18,-3,18,0,14,2,14,3,14,4,14,5,19,8,15,13,10
829050985,25276776,-4800,2912,-27920,-67,94,829050985,19,-7,22,-9,23,-10,22,-11,23,-13,23,-14,23,-15,22,-15,21,-16,20,-17,20,-21,21,-22,20,-24,21,-25,20,-25,22,-27,24,-29,27,-26,28,-25,28,-23,29,-22,31,-24,31,-21,32,-22,30,-15,31,-13,0,0,0,0,12,15,12,14,17,15,12,14,13,12,16,13,16,12,17,11,13,7,13,7,12,6,17,5,18,4,18,3,20,0,16,1,21,-2,22,-5,19,-4
829051093,25276776,-4960,3008,-28000,-67,94,829051093,20,-8,22,-10,23,-11,19,-11,22,-13,22,-13,21,-17,21,-15,20,-16,18,-17,18,-20,20,-22,19,-23,21,-26,19,-23,21,-25,23,-28,22,-26,24,-26,24,-23,26,-23,29,-23,29,-23,30,-21,29,-15,30,-13,0,0,0,0,15,13,14,12,17,14,13,12,13,11,17,12,16,12,16,11,14,7,14,6,14,5,18,5,18,3,18,1,19,1,17,-1,22,-3,21,-4,19,-7
829051191,25276776,-4960,3008,-28000,-67,94,829051191,-20,-13,-23,-9,-23,-10,-23,-11,-25,-8,-24,-7,-25,-6,-25,-5,-27,-6,-28,-6,-29,-4,-28,0,-31,1,-31,1,-33,-1,-35,-1,-35,1,-37,-2,-37,-5,-36,-7,-38,-8,-35,-8,-34,-8,-34,-9,-33,-12,-31,-16,0,0,0,0,2,-24,2,-24,-3,-21,0,-23,0,-22,-5,-19,-5,-17,-6,-17,-4,-19,-5,-19,-5,-18,-10,-15,-11,-14,-12,-15,-14,-13,-13,-16,-17,-12,-19,-11,-17,-14
829051285,25276776,-4960,3008,-28000,-66,94,829051285,15,20,15,15,17,15,17,16,18,14,18,14,20,13,20,12,23,14,22,13,26,12,24,9,26,9,28,9,29,13,10,32,12,31,13,10,33,14,33,16,32,17,31,19,28,18,27,18,26,19,26,23,23,25,0,0,0,0,-9,22,-9,22,-5,18,-8,21,-7,21,-4,17,-3,17,-1,17,-3,19,-2,18,-1,18,4,16,4,15,6,16,6,16,6,18,11,15,12,16
829051416,25276776,-4928,2928,-27968,-66,94,829051416,14,-18,15,-19,14,-21,13,-21,13,-22,13,-23,12,-24,12,-24,8,-24,8,-24,5,-27,8,-28,8,-29,7,-31,4,-32,4,-32,7,-35,7,-34,8,-35,13,10,-34,12,-33,15,-33,17,-32,18,-32,16,-27,18,-25,0,0,0,0,19,0,19,0,22,4,20,0,19,0,21,2,20,2,19,0,16,-4,16,-5,16,-5,18,-6,19,-7,18,-7,17,-10,14,-11,18,-13,17,-15,15
829051558,25276776,-4928,2928,-27968,-66,94,829051558,-3,-26,-3,-23,-3,-24,-6,-25,-4,-24,-5,-24,-7,-24,-8,-24,-12,-26,-13,-24,-16,-25,-12,-24,-15,-25,-18,-26,-18,-26,-21,-29,-18,-27,-21,-31,-21,-32,-17,-32,-18,-33,-12,-32,-11,-31,-10,-33,-11,-33,-7,-33,0,0,0,0,18,-17,19,-16,16,-11,17,-16,16,-15,14,-10,14,-11,13,-12,11,-16,11,-17,9,-17,9,-16,7,-16,7,-16,6,-17,4,-21,2,-19,2,-20,1,-24
829051762,25276776,-4992,3072,-27872,-65,94,829051762,23,-6,25,-8,28,-10,22,-9,26,-11,25,-13,25,-13,24,-14,22,-14,21,-14,22,-18,23,-19,24,-21,24,-24,23,-21,27,-23,26,-26,29,-23,29,-21,30,-19,31,-19,32,-19,32,-17,33,-16,31,-10,31,-9,0,0,0,0,16,14,16,14,20,14,15,13,16,12,20,12,19,11,20,13,10,16,8,16,7,15,6,21,4,21,3,22,1,23,0,19,0,24,-3,25,-4,23
829051882,25276776,-4992,3072,-27872,-64,94,829051882,-11,23,-14,23,-13,23,-10,25,-13,25,-10,24,-10,26,-9,25,-5,26,-4,25,-2,28,-5,28,-4,28,-4,30,1,30,1,33,-4,34,-2,34,-3,33,-5,32,-6,32,-11,32,-13,31,-14,30,-12,27,-14,26,0,0,0,0,-23,9,-22,9,-24,5,-21,9,-21,9,-25,5,-22,6,-21,7,-18,12,-18,12,-16,12,-19,12,-18,13,-17,14,-17,16,-14,17,-17,19,-16,20,-13,22
