local_timestamp,rssi,tmag_x,tmag_y,tmag_z
812452710,-59,7664,-9392,-14432
812452840,-59,7664,-9392,-14432
812452972,-59,7664,-9392,-14432
812453103,-59,7664,-9392,-14432
812453235,-59,7664,-9392,-14432
812453367,-59,7664,-9392,-14432
812453499,-59,7664,-9392,-14432
812453603,-59,7664,-9392,-14432
812453756,-59,7664,-9392,-14432
812453887,-59,7664,-9392,-14432
812454030,-59,7664,-9392,-14432
812454183,-59,7664,-9392,-14432
812454353,-59,7664,-9392,-14432
812454552,-59,7680,-9248,-14464
812454655,-59,7680,-9248,-14464
812454899,-59,7760,-9392,-14464
812454969,-59,7760,-9392,-14464
812455218,-59,7712,-9280,-14496
812455378,-59,7584,-9376,-14448
812455496,-59,7584,-9376,-14448
812455960,-59,7616,-9296,-14448
812456090,-59,7616,-9296,-14448
812456165,-59,7616,-9296,-14448
812456262,-59,7664,-9472,-14448
812456379,-59,7664,-9472,-14448
812456455,-59,7664,-9472,-14448
812456620,-59,7616,-9232,-14544
812456745,-59,7616,-9232,-14544
812456877,-59,7664,-9280,-14448
812457008,-59,7664,-9280,-14448
812457140,-59,7664,-9280,-14448
812457266,-59,7600,-9296,-14544
812457367,-59,7600,-9296,-14544
812457498,-59,7760,-9152,-14512
812457641,-59,7760,-9152,-14512
812457771,-59,7744,-9312,-14496
812457889,-59,7744,-9312,-14496
812457996,-59,7744,-9312,-14496
812459009,-59,7664,-9280,-14480
812459130,-59,7664,-9280,-14480
812459215,-59,7664,-9280,-14480
812459321,-59,7648,-9344,-14416
812459440,-59,7648,-9344,-14416
812459516,-59,7648,-9344,-14416
812459643,-59,7696,-9344,-14400
812459792,-59,7696,-9344,-14400
812459919,-59,7632,-9360,-14400
812460056,-59,7632,-9360,-14400
812460148,-59,7632,-9360,-14400
812460280,-59,7744,-9248,-14464
812460416,-59,7744,-9248,-14464
812460536,-59,7600,-9232,-14480
812460682,-59,7600,-9232,-14480
812460790,-59,7600,-9232,-14480
812460932,-59,7568,-9472,-14464
812461034,-59,7568,-9472,-14464
812461166,-59,7680,-9344,-14480
812461308,-59,7680,-9344,-14480
812461425,-59,7776,-9296,-14464
812461574,-59,7776,-9296,-14464
812461663,-59,7776,-9296,-14464
812461794,-59,7696,-9264,-14448
812461946,-59,7696,-9264,-14448
812462068,-59,7776,-9264,-14464
