local_timestamp,rssi,tmag_x,tmag_y,tmag_z
829099134,-61,-6944,-5024,-23776
829099265,-60,-7120,-5056,-23728
829099363,-60,-7120,-5056,-23728
829099488,-60,-7008,-4992,-23696
829099623,-60,-7008,-4992,-23696
829099738,-60,-7008,-4992,-23696
829099849,-61,-6816,-5280,-23696
829101141,-60,-7072,-5536,-23584
829101262,-60,-6768,-5408,-23712
829101372,-60,-6768,-5408,-23712
829101457,-60,-6768,-5408,-23712
829101563,-60,-6896,-5456,-23648
829101664,-60,-6896,-5456,-23648
829101775,-60,-6896,-5456,-23648
829101897,-60,-6976,-5712,-23536
829102032,-60,-6976,-5712,-23536
829102162,-60,-6832,-5488,-23632
829102312,-61,-6832,-5488,-23632
829102412,-60,-6832,-5488,-23632
829102539,-61,-6896,-5696,-23584
829102652,-60,-6896,-5696,-23584
829102780,-61,-6848,-5696,-23504
829102921,-60,-6848,-5696,-23504
829103036,-60,-6848,-5696,-23504
829103154,-60,-6720,-5728,-23504
829103256,-60,-6720,-5728,-23504
829103385,-61,-6752,-5872,-23552
829103516,-60,-6752,-5872,-23552
829103621,-60,-6752,-5872,-23552
829103754,-72,-6704,-5984,-23488
829103833,-60,-6704,-5984,-23488
829103957,-60,-6816,-5984,-23536
829104474,-60,-6624,-5936,-23520
829104612,-60,-6720,-6128,-23472
829104746,-60,-6720,-6128,-23472
829104867,-61,-6784,-6016,-23456
829105012,-61,-6784,-6016,-23456
829105097,-60,-6784,-6016,-23456
829105232,-60,-6672,-5888,-23408
829105351,-61,-6672,-5888,-23408
829105477,-60,-6528,-6128,-23440
829105622,-60,-6528,-6128,-23440
829105722,-60,-6528,-6128,-23440
829105864,-61,-6576,-6288,-23424
829105968,-61,-6576,-6288,-23424
829106101,-60,-6656,-6272,-23472
829106235,-60,-6656,-6272,-23472
829106326,-61,-6656,-6272,-23472
829106436,-61,-6464,-6272,-23440
829106546,-61,-6464,-6272,-23440
829106722,-61,-6464,-6336,-23488
829106858,-60,-6464,-6336,-23488
829106975,-60,-6336,-6304,-23488
829107066,-60,-6336,-6304,-23488
829107173,-60,-6336,-6304,-23488
829109236,-61,-6016,-6496,-23328
829109310,-60,-6016,-6496,-23328
829109420,-61,-6112,-6768,-23360
829110317,-60,-6096,-6736,-23216
829110448,-60,-6096,-6736,-23216
829110551,-60,-6096,-6736,-23216
829110703,-60,-6096,-6736,-23216
829110846,-60,-6096,-6736,-23216
829111134,-60,-5952,-6800,-23280
829111267,-60,-5808,-6992,-23264
829111472,-60,-5808,-6992,-23264
829111580,-60,-5648,-6944,-23232
829111780,-60,-5648,-6944,-23232
829111879,-60,-5616,-7040,-23248
829112107,-60,-5616,-7040,-23248
829112218,-60,-5648,-7008,-23264
829112433,-60,-5600,-7136,-23136
829112541,-60,-5600,-7136,-23136
829112627,-60,-5600,-7136,-23136
829112754,-60,-5600,-7120,-23296
829113080,-60,-5440,-7152,-23168
829113194,-60,-5440,-7152,-23168
829113265,-60,-5440,-7152,-23168
829113368,-59,-5504,-7216,-23168
829113502,-59,-5504,-7216,-23168
829113853,-59,-5472,-7264,-23248
829113975,-59,-5232,-7344,-23168
829114084,-59,-5232,-7344,-23168
829114163,-59,-5232,-7344,-23168
829114264,-59,-5360,-7296,-23264
829114352,-59,-5360,-7296,-23264
829114475,-59,-5360,-7296,-23264
829114607,-59,-5264,-7344,-23184
829114745,-59,-5264,-7344,-23184
829114870,-59,-5264,-7344,-23184
829114971,-59,-5232,-7568,-23280
829117831,-91,0,-28435,225
829117966,-92,-28672,8429,-3871
829118180,-58,-4720,-7904,-23312
829118293,-58,-4752,-7808,-23280
829118559,-58,-4624,-7984,-23296
829118673,-58,-4624,-7984,-23296
829118742,-58,-4624,-7984,-23296
829118887,-58,-4576,-8064,-23312
829119247,-58,-4608,-8128,-23312
829119331,-58,-4608,-8128,-23312
829119437,-58,-4528,-8176,-23248
829119544,-58,-4528,-8176,-23248
829119613,-58,-4528,-8176,-23248
829119717,-58,-4544,-8224,-23248
829119855,-58,-4544,-8224,-23248
829120061,-58,-4384,-8080,-23232
829120195,-58,-4384,-8080,-23232
829120329,-58,-4432,-8224,-23264
829120465,-58,-4432,-8224,-23264
829120594,-58,-4224,-8080,-23216
829120728,-58,-4224,-8080,-23216
829120815,-58,-4224,-8080,-23216
829120943,-58,-4192,-8272,-23200
829121085,-58,-4192,-8272,-23200
829121202,-58,-4192,-8224,-23264
829121336,-58,-4192,-8224,-23264
829121442,-59,-4192,-8224,-23264
829121566,-58,-4016,-8224,-23264
829121714,-59,-4016,-8224,-23264
829123135,-58,-4016,-8464,-23136
829123207,-59,-4016,-8464,-23136
829123309,-58,-3648,-8528,-23136
829123428,-59,-3648,-8528,-23136
829123502,-58,-3648,-8528,-23136
829123610,-58,-3744,-8368,-23120
829123751,-59,-3744,-8368,-23120
829123870,-59,-3744,-8368,-23120
829123985,-59,-3648,-8320,-23120
829124096,-59,-3648,-8320,-23120
829124219,-59,-3520,-8416,-23072
829124369,-59,-3520,-8416,-23072
829124499,-59,-3440,-8656,-23104
829124642,-59,-3440,-8656,-23104
829124749,-59,-3440,-8656,-23104
829124870,-59,-3472,-8736,-22976
829124992,-59,-3472,-8736,-22976
829125115,-59,-3296,-8480,-22976
829125262,-59,-3296,-8480,-22976
829125400,-59,-3280,-8672,-23008
829125532,-59,-3280,-8672,-23008
829125641,-59,-3280,-8672,-23008
829125759,-60,-3280,-8720,-22912
829125883,-60,-3280,-8720,-22912
829126019,-60,-3248,-8752,-22912
829126274,-60,-3248,-8752,-22912
829126390,-60,-3136,-8608,-22896
829126493,-60,-3136,-8608,-22896
829126616,-60,-3040,-8752,-22864
829126751,-60,-3040,-8752,-22864
829126872,-60,-2976,-8800,-22864
829127008,-60,-2976,-8800,-22864
829127101,-60,-2976,-8800,-22864
829127231,-61,-2832,-8864,-22800
829127376,-60,-2832,-8864,-22800
829127507,-60,-2752,-8832,-22800
829127638,-61,-2752,-8832,-22800
829127713,-60,-2752,-8832,-22800
829127828,-61,-2816,-8992,-22864
829127950,-61,-2816,-8992,-22864
829128025,-61,-2816,-8992,-22864
829128140,-61,-2784,-8960,-22816
829130432,-62,-2304,-9248,-22800
829130558,-62,-2304,-9248,-22800
829130647,-62,-2304,-9248,-22800
829130759,-63,-2256,-9328,-22768
829132108,-63,-1920,-9392,-22688
829132225,-63,-1920,-9392,-22688
