local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
812616275,8843251,7744,-9136,-14384,-59,94,812616275,23,12,24,7,25,7,24,13,10,25,6,24,6,25,4,24,5,24,6,24,5,26,4,25,0,26,0,27,0,27,1,29,1,29,-1,30,3,30,4,29,6,29,6,28,5,27,6,27,8,25,12,24,13,0,0,0,0,12,17,13,17,14,14,13,18,12,18,14,14,16,14,15,13,14,15,15,15,15,14,18,11,18,13,10,18,13,10,20,9,19,13,22,9,23
812616348,8843251,7744,-9136,-14384,-59,94,812616348,21,-13,25,-13,24,-14,22,-14,23,-14,23,-15,22,-15,22,-16,18,-17,17,-17,17,-19,19,-20,19,-21,18,-22,16,-22,17,-23,21,-25,19,-22,19,-23,20,-20,21,-21,24,-20,25,-19,24,-18,22,-15,23,-13,0,0,0,0,20,-1,19,-1,23,1,20,-1,20,-1,23,1,23,0,22,0,20,-4,19,-3,19,-4,23,-5,23,-6,23,-6,24,-8,21,-9,24,-10,25,-12,22,-11
812616446,8843251,7696,-9328,-14512,-59,94,812616446,-24,13,-26,12,-28,14,-21,14,-26,14,-25,15,-24,15,-23,16,-20,16,-18,15,-18,19,-20,19,-20,21,-21,23,-16,20,-20,23,-21,24,-21,23,-21,21,-22,20,-23,20,-26,19,-25,17,-26,17,-24,15,-26,13,0,0,0,0,-22,-1,-21,0,-24,-2,-21,0,-23,1,-25,-1,-25,-1,-24,0,-20,3,-22,3,-19,3,-26,3,-25,5,-25,5,-25,7,-22,8,-27,13,10,-26,12,-25
812616557,8843251,7696,-9328,-14512,-59,94,812616557,18,21,20,16,20,16,21,18,20,15,21,14,21,14,22,14,23,15,22,14,25,13,23,9,23,9,26,9,26,11,28,13,28,9,30,13,28,15,28,16,27,17,25,15,23,16,23,17,22,20,20,21,0,0,0,0,5,23,5,23,8,20,6,24,6,23,8,18,8,19,8,18,8,21,9,22,9,21,12,17,13,18,13,16,15,16,14,21,17,17,19,17,18,22
812616636,8843251,7696,-9328,-14512,-59,94,812616636,2,-30,3,-29,2,-27,0,-32,2,-28,1,-27,1,-27,0,-27,-4,-29,-6,-30,-8,-30,-6,-27,-7,-28,-6,-28,-10,-31,-11,-31,-8,-32,-10,-33,-8,-35,-7,-34,-6,-35,-1,-32,0,-32,0,-32,0,-32,2,-31,0,0,0,0,12,-23,12,-23,14,-19,12,-24,12,-24,13,-18,11,-18,11,-17,9,-24,9,-24,8,-23,8,-20,7,-24,8,-22,7,-23,5,-28,4,-26,4,-26,2,-31
812616749,8843251,7712,-9296,-14576,-59,94,812616749,-24,14,-27,14,-28,15,-23,15,-27,15,-25,15,-24,16,-24,17,-20,18,-18,17,-19,20,-20,20,-21,22,-22,23,-18,22,-19,24,-23,25,-20,22,-22,22,-22,20,-23,20,-27,20,-27,18,-27,18,-25,15,-26,13,0,0,0,0,-22,1,-22,2,-25,-1,-22,2,-22,2,-26,0,-25,0,-25,0,-22,4,-22,4,-20,5,-25,5,-25,6,-25,7,-26,9,-23,9,-26,11,-28,12,-24,13
812616885,8843251,7712,-9296,-14576,-59,94,812616885,-3,30,-5,27,-4,27,-2,30,-4,26,-3,26,-2,27,-1,26,3,28,4,29,5,30,2,26,3,27,4,28,8,31,8,31,6,31,7,33,7,33,5,32,3,34,-1,30,-3,30,-4,31,-4,31,-6,31,0,0,0,0,-13,22,-13,22,-15,17,-14,22,-14,22,-14,17,-14,16,-12,17,-11,24,-10,23,-10,23,-10,20,-9,20,-9,21,-8,22,-6,27,-7,24,-6,26,-5,30
812617019,8843251,7712,-9296,-14576,-59,94,812617019,-3,-33,-1,-27,-2,-29,-5,-30,-2,-28,-4,-27,-4,-28,-4,-27,-9,-30,-9,-29,-12,-29,-9,-26,-10,-27,-12,-29,-13,-30,-15,-32,-11,-30,-14,-33,-12,-33,-10,-33,-11,-35,-5,-32,-3,-30,-3,-31,-4,-32,-1,-32,0,0,0,0,8,-26,9,-26,9,-20,8,-26,8,-25,9,-20,9,-20,8,-21,6,-25,7,-25,4,-24,5,-23,5,-23,4,-23,3,-25,-1,-27,1,-25,0,-27,-2,-32
812617137,8843251,7744,-9344,-14480,-59,94,812617137,-26,-11,-28,-7,-29,-7,-26,-9,-27,-6,-27,-5,-27,-5,-27,-5,-26,-5,-27,-5,-28,-3,-28,0,-28,2,-29,2,-28,0,-30,1,-32,4,-33,-1,-32,-2,-31,-5,-31,-5,-31,-3,-30,-5,-30,-6,-28,-9,-27,-11,0,0,0,0,-14,-19,-14,-18,-17,-17,-14,-19,-14,-19,-18,-16,-18,-15,-18,-15,-16,-15,-16,-16,-17,-15,-21,-12,-21,-11,-22,-11,-23,-10,-21,-13,-25,-9,-26,-9,-24,-14
812617241,8843251,7744,-9344,-14480,-59,94,812617241,-20,19,-24,18,-24,20,-19,19,-22,18,-21,19,-20,20,-20,20,-16,22,-14,20,-15,22,-17,23,-17,24,-17,25,-14,25,-14,27,-18,28,-16,27,-17,26,-18,25,-18,25,-23,23,-24,22,-24,20,-22,19,-23,17,0,0,0,0,-21,8,-21,8,-25,5,-22,8,-22,7,-25,5,-24,5,-23,6,-20,9,-20,9,-19,13,10,-22,9,-23,11,-23,12,-23,14,-19,14,-24,15,-25,17,-20
