local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
840496102,36732626,416,-192,112,-61,94,840496102,-9,-31,-8,-25,-9,-28,-8,-29,-9,-26,-11,-25,-12,-24,-11,-22,-15,-26,-15,-24,-16,-25,-15,-21,-17,-22,-19,-23,-19,-25,-20,-26,-18,-22,-20,-27,-20,-28,-18,-27,-18,-28,-14,-25,-12,-23,-12,-26,-11,-28,-9,-29,0,0,0,0,7,-29,9,-28,4,-24,7,-27,7,-28,5,-23,4,-23,4,-22,4,-27,4,-27,2,-25,0,-24,-1,-24,-2,-23,-4,-25,-4,-28,-4,-25,-7,-27,-6,-31
840496250,36732751,416,-192,112,-61,94,840496250,2,28,-1,26,0,27,3,27,1,25,1,24,2,24,2,24,6,25,8,24,13,10,24,8,23,8,24,9,25,12,25,13,25,13,10,27,12,26,12,28,9,26,9,28,3,27,3,26,2,26,4,26,1,26,0,0,0,0,-11,24,-11,23,-13,18,-11,23,-11,22,-13,18,-12,20,-11,18,-8,23,-8,22,-6,21,-7,21,-7,21,-7,22,-5,23,-2,24,-4,25,-1,25
840496382,36732876,416,-192,112,-60,94,840496382,17,24,16,21,17,20,16,23,15,17,17,18,16,17,19,17,19,18,20,19,21,17,20,13,20,12,22,12,23,18,24,18,23,15,23,18,23,19,21,19,23,21,20,20,19,21,18,18,15,23,14,22,0,0,0,0,4,27,2,27,7,24,4,26,4,27,6,20,5,20,4,20,4,25,5,24,6,24,7,18,9,18,13,10,19,11,19,13,25,14,20,14,21,16
840496513,36733053,416,-192,112,-61,94,840496513,6,30,7,25,7,25,7,29,8,24,8,24,9,24,9,23,11,24,12,25,15,25,12,21,13,21,15,21,16,25,18,27,16,24,17,27,17,28,15,28,15,29,12,25,13,10,25,9,26,8,27,5,28,0,0,0,0,-8,28,-9,28,-8,22,-8,27,-8,25,-6,23,-5,21,-5,20,-5,26,-4,25,-3,24,-2,22,0,22,1,23,2,22,2,27,4,24,4,26,4
840496690,36733273,384,-96,96,-60,94,840496690,1,30,1,27,1,27,3,29,2,25,4,25,5,26,4,24,7,27,9,27,11,27,8,22,9,23,11,24,14,27,15,27,13,26,15,28,13,29,13,29,11,30,7,28,6,27,4,29,4,29,2,28,0,0,0,0,-12,25,-13,25,-12,20,-12,23,-13,25,-11,20,-11,19,-10,19,-9,25,-8,23,-8,25,-7,19,-6,22,-5,22,-4,24,-2,26,-3,25,-1,26,0,30
840496855,36733397,384,-96,96,-60,94,840496855,4,31,3,27,3,26,5,29,4,25,5,25,6,26,6,24,9,26,11,26,13,26,13,10,23,13,10,23,12,25,16,24,17,27,14,25,17,28,15,28,14,29,13,29,8,27,7,26,6,27,6,28,4,28,0,0,0,0,-10,27,-9,26,-11,21,-11,27,-10,26,-10,19,-9,21,-8,21,-7,25,-6,25,-5,24,-5,22,-5,22,-2,22,-2,23,-1,26,-1,25,0,25
840497058,36733609,384,-96,96,-60,94,840497058,-16,23,-19,19,-18,22,-15,21,-17,20,-16,20,-15,21,-14,21,-12,23,-9,22,-9,24,-10,23,-10,24,-9,27,-6,25,-7,29,-9,26,-9,29,-9,28,-10,27,-10,27,-15,26,-15,24,-15,23,-14,22,-16,22,0,0,0,0,-22,9,-24,8,-23,5,-23,9,-24,13,10,-24,4,-23,6,-23,7,-20,13,10,-21,12,-19,11,-22,12,-21,12,-21,13,-21,14,-17,18,-19,17,-20,18
840497245,36733746,384,-96,96,-60,94,840497245,-27,5,-29,4,-31,5,-26,5,-28,5,-27,6,-28,6,-27,7,-25,8,-22,8,-22,11,-25,13,-26,14,-26,15,-22,13,-24,13,-27,15,-26,13,-27,11,-27,9,-27,9,-29,8,-28,8,-30,8,-25,5,-26,3,0,0,0,0,-22,-8,-23,-9,-25,-8,-24,-8,-23,-5,-25,-8,-25,-8,-25,-7,-22,-4,-22,-5,-21,-4,-26,-4,-25,-2,-26,-3,-27,-2,-23,0,-29,3,-29,4,-27,3
840497398,36733870,384,-96,96,-60,94,840497398,-25,-2,-29,0,-29,2,-25,-1,-27,2,-27,3,-28,4,-26,4,-24,4,-23,5,-24,7,-24,8,-26,13,10,-27,12,-24,8,-26,13,10,-27,12,-27,9,-28,8,-27,7,-28,6,-28,7,-28,6,-29,4,-26,2,-26,0,0,0,0,0,-21,-13,-19,-13,-23,-13,-20,-12,-21,-12,-21,-11,-23,-11,-22,-11,-20,-9,-20,-10,-19,-9,-25,-6,-24,-6,-25,-4,-25,-3,-23,-4,-26,-2,-28,-1
840497578,36733995,400,-144,128,-60,94,840497578,-21,-20,-23,-16,-24,-17,-22,-18,-22,-14,-22,-14,-22,-14,-22,-13,-23,-15,-23,-13,-26,-11,-25,-7,-27,-8,-28,-7,-27,-10,-30,-10,-29,-7,-29,-11,-29,-13,-27,-14,-27,-15,-26,-13,-25,-13,-25,-14,-23,-18,-22,-19,0,0,0,0,-8,-26,-8,-25,-11,-23,-8,-24,-11,-24,-12,-21,-11,-21,-11,-21,-10,-22,-11,-23,-12,-21,-15,-18,-14,-18,-16,-19,-17,-18,-17,-20,-20,-15,-21,-17,-20,-21
840497720,36734120,400,-144,128,-60,94,840497720,-25,8,-27,13,10,-28,9,-23,9,-25,13,10,-26,13,10,-25,12,-23,12,-21,12,-20,11,-20,15,-21,16,-22,17,-22,18,-20,17,-21,18,-24,19,-22,17,-22,17,-23,15,-23,15,-26,14,-26,12,-27,12,-24,9,-25,6,0,0,0,0,-23,-4,-23,-3,-26,-5,-23,-4,-23,-4,-25,-5,-25,-5,-24,-4,-22,-1,-22,-1,-21,-1,-25,0,-25,2,-25,2,-25,4,-24,3,-27,5,-28
840497851,36734245,400,-144,128,-60,94,840497851,11,29,12,23,12,25,12,25,12,23,13,22,14,21,13,20,16,22,16,21,19,22,17,17,18,17,19,19,21,21,23,22,21,20,22,24,21,25,20,25,19,25,16,23,14,22,14,23,14,27,13,10,27,0,0,0,0,-3,28,-4,28,-2,23,-3,28,-3,27,0,22,-1,23,0,22,1,25,0,25,1,24,4,22,5,22,4,21,7,23,6,26,9,23,11,24,13
840497953,36734245,400,-144,128,-60,94,840497953,11,-31,14,-21,17,-28,8,-24,13,-25,8,-26,9,-25,7,-26,6,-28,3,-24,3,-27,6,-26,7,-27,5,-33,3,-25,5,-34,3,-25,3,-33,2,-33,2,-31,3,-34,13,10,-29,8,-26,11,-25,12,-26,14,-28,0,0,0,0,20,-21,21,-16,18,-13,19,-17,19,-17,20,-12,21,-12,21,-15,16,-15,20,-19,14,-16,18,-17,14,-18,15,-20,16,-19,11,-22,15,-21,16,-23,14
840498106,36734495,400,-144,128,-60,94,840498106,-24,-15,-26,-12,-26,-11,-23,-13,-24,-10,-25,-9,-26,-8,-24,-7,-25,-9,-24,-8,-26,-6,-26,-3,-28,-3,-28,-2,-28,-4,-29,-5,-30,-2,-29,-5,-29,-7,-29,-8,-29,-9,-28,-8,-27,-8,-28,-9,-24,-12,-23,-15,0,0,0,0,-12,-23,-12,-23,-14,-21,-12,-22,-11,-21,-14,-20,-15,-20,-15,-18,-13,-19,-14,-18,-14,-18,-18,-16,-19,-16,-19,-15,-21,-14,-19,-16,-23,-14,-25,-12,-23,-16
840498196,36734495,400,-144,128,-60,94,840498196,16,25,17,20,20,21,17,23,19,19,19,17,19,17,19,16,20,18,20,18,22,18,22,13,22,13,24,13,25,16,27,17,26,14,26,18,26,19,25,19,24,20,23,17,21,18,20,19,17,23,15,24,0,0,0,0,2,27,2,27,4,24,2,27,1,27,4,23,4,23,5,22,4,24,5,25,5,23,9,22,11,21,11,20,13,21,11,24,15,21,15,21,14,26
840498372,36734850,400,-144,128,-60,94,840498372,17,-21,19,-20,19,-21,15,-21,18,-20,17,-21,16,-22,16,-21,12,-23,13,10,-22,13,10,-24,12,-23,12,-25,12,-26,8,-25,9,-28,12,-27,13,10,-27,11,-27,13,-25,12,-26,18,-24,18,-23,18,-22,17,-20,18,-19,0,0,0,0,21,-12,22,-12,23,-7,21,-12,21,-11,23,-9,22,-8,21,-9,19,-13,20,-12,18,-13,21,-12,21,-13,20,-14,20,-15,17,-17,20,-18,20
840498449,36734850,400,-144,128,-60,94,840498449,-23,-19,-24,-15,-24,-14,-24,-17,-24,-13,-25,-12,-25,-11,-24,-10,-25,-12,-24,-12,-27,-10,-25,-7,-27,-6,-28,-5,-27,-9,-29,-9,-29,-5,-30,-10,-30,-11,-29,-12,-29,-13,-27,-10,-26,-12,-25,-13,-24,-17,-21,-18,0,0,0,0,-11,-24,-11,-25,-13,-21,-10,-25,-11,-25,-13,-20,-13,-20,-13,-19,-12,-22,-13,-22,-13,-20,-16,-17,-17,-17,-17,-15,-20,-16,-18,-20,-21,-15,-23,-15,-21,-21
840498613,36735196,400,-144,128,-60,94,840498613,-23,-19,-24,-14,-25,-14,-21,-16,-24,-13,-24,-11,-24,-11,-24,-10,-25,-12,-24,-12,-25,-10,-25,-6,-25,-7,-28,-5,-27,-8,-29,-9,-29,-6,-30,-9,-29,-10,-28,-11,-28,-12,-27,-10,-25,-10,-25,-12,-23,-16,-22,-18,0,0,0,0,-10,-24,-9,-24,-11,-21,-8,-26,-8,-24,-12,-21,-11,-20,-12,-19,-11,-21,-12,-21,-13,-21,-16,-18,-17,-16,-17,-16,-19,-16,-17,-19,-21,-15,-22,-16,-20,-21
