local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
840155175,36382316,-464,160,160,-73,94,840155175,12,4,12,0,14,-2,14,0,13,-5,12,-7,9,-8,13,10,-9,11,-10,13,10,-11,13,10,-14,9,-16,9,-21,7,-25,9,-19,9,-21,6,-28,9,-23,13,10,-25,12,-23,12,-24,12,-28,12,-31,12,-28,13,-24,14,-24,0,0,0,0,7,36,8,39,7,36,7,34,8,32,7,33,9,29,8,28,9,25,9,25,7,20,9,21,12,21,13,10,18,14,15,11,17,13
840155247,36382316,-464,160,160,-73,94,840155247,13,-3,13,10,-6,11,-8,11,-6,12,-14,8,-12,8,-14,8,-15,6,-14,4,-15,1,-18,1,-22,1,-23,1,-26,-1,-22,-3,-24,-2,-28,-3,-27,-2,-25,-2,-26,-2,-27,0,-32,2,-31,2,-32,2,-29,0,-29,0,0,0,0,24,28,21,27,23,29,24,24,22,24,23,23,20,21,20,22,19,17,18,16,15,15,19,12,18,11,19,13,10,19,9,16,9,18,4,17,2
840155360,36382316,-448,176,80,-73,94,840155360,9,-10,9,-11,6,-12,5,-12,4,-13,1,-13,1,-13,0,-16,-5,-15,-5,-15,-10,-16,-8,-18,-10,-18,-11,-21,-15,-18,-18,-16,-14,-22,-20,-21,-20,-22,-20,-20,-20,-23,-14,-23,-13,-25,-14,-25,-17,-26,-17,-26,0,0,0,0,36,6,35,13,10,31,13,34,8,30,8,27,13,10,27,9,24,7,26,3,24,2,21,0,21,1,23,-1,19,-2,19,-2,18,-3,17,-6,16,-7
840155481,36382316,-448,176,80,-73,94,840155481,-12,-12,-12,-7,-14,-7,-14,-6,-15,-4,-15,0,-16,1,-15,3,-20,2,-18,4,-19,7,-14,9,-18,13,10,-20,11,-20,13,-23,14,-21,18,-26,14,-26,17,-26,16,-28,16,-24,17,-23,18,-25,17,-28,12,-29,13,10,0,0,0,0,12,-37,11,-37,8,-34,11,-34,9,-34,7,-31,6,-28,5,-27,5,-26,4,-26,2,-25,-2,-23,-3,-21,-4,-19,-4,-18,-3,-21,-8,-18,-7,-15
840155569,36382316,-448,176,80,-73,94,840155569,-8,14,-5,11,-3,11,2,13,-1,13,2,12,4,12,7,12,11,13,12,13,14,12,11,13,14,12,17,11,21,11,23,13,10,19,12,25,12,25,13,24,14,24,13,21,15,21,17,20,17,23,20,23,20,0,0,0,0,-38,3,-38,2,-33,0,-36,3,-35,2,-29,-2,-28,0,-26,1,-26,7,-26,5,-23,7,-21,7,-19,6,-18,6,-17,9,-16,13,10,-13,13,10,-13
840155656,36382316,-320,128,144,-73,94,840155656,13,10,-8,11,-9,12,-14,6,-11,8,-15,5,-13,5,-17,3,-17,-1,-17,-5,-18,-6,-19,0,-20,-6,-21,-6,-23,-12,-22,-13,-25,-10,-26,-13,-25,-14,-27,-13,-26,-12,-26,-5,-29,-6,-28,-6,-30,-13,-29,-8,-29,0,0,0,0,36,13,32,12,31,16,33,9,30,11,27,12,24,11,27,13,26,6,26,4,22,6,24,6,20,3,20,1,20,-2,17,-2,17,-2,17,-7,14
840155793,36382316,-320,128,144,-73,94,840155793,-15,-4,-15,0,-15,0,-13,4,-14,6,-13,7,-14,9,-12,12,-13,11,-12,12,-10,16,-9,19,-10,20,-9,22,-8,20,-10,23,-8,27,-10,23,-11,24,-12,25,-12,24,-10,29,-12,29,-12,30,-14,23,-15,23,0,0,0,0,-10,-34,-8,-33,-10,-34,-9,-31,-7,-30,-9,-32,-10,-28,-11,-26,-10,-24,-9,-23,-8,-19,-13,-19,-13,-17,-13,-15,-17,-13,-12,-12,-16,-9,-16,-8,-14,-7
840155918,36382316,-368,96,176,-73,94,840155918,-11,-13,-13,-9,-14,-8,-13,-7,-13,-5,-13,-3,-17,0,-17,0,-20,1,-19,0,-21,3,-18,7,-21,13,10,-21,12,-23,8,-24,9,-24,13,-27,9,-30,13,10,-29,13,10,-30,13,10,-28,14,-28,12,-28,12,-29,6,-30,5,0,0,0,0,15,-36,14,-32,9,-30,13,-32,12,-31,8,-28,6,-28,8,-27,7,-27,7,-25,6,-23,3,-23,0,-23,1,-19,-3,-19,-5,-20,-5,-17
840156054,36382316,-368,96,176,-73,94,840156054,-8,11,-9,13,10,-7,13,-4,14,-5,14,-4,16,-1,15,-2,16,3,15,5,15,9,17,7,18,7,20,7,22,13,19,16,22,12,24,18,23,16,24,16,24,16,23,11,26,9,27,11,27,12,26,13,10,26,0,0,0,0,-37,-6,-38,-7,-32,-10,-32,-6,-32,-5,-28,-9,-28,-7,-22,-6,-26,-2,-21,-1,-21,-1,-22,-2,-21,0,-19,-1,-19,2,-18,4,-17,5,-16,8
840156141,36382316,-368,96,176,-73,94,840156141,14,0,15,-3,13,-5,13,-6,13,-7,12,-11,11,-12,12,-15,13,10,-14,11,-15,9,-17,7,-22,8,-23,8,-25,7,-21,7,-24,6,-30,8,-28,7,-26,9,-27,9,-28,9,-30,9,-32,11,-31,13,-24,14,-26,0,0,0,0,15,31,13,31,13,31,11,30,12,28,14,27,12,26,13,24,8,21,13,10,19,11,16,13,15,14,13,15,13,15,13,10,13,9,16,8,16
