local_timestamp,rssi,tmag_x,tmag_y,tmag_z
4025813761,-55,-608,-2480,-13680
4025813891,-55,-704,-2272,-13696
4025814028,-55,-704,-2272,-13696
4025814149,-55,-832,-2144,-13792
4025814265,-55,-832,-2144,-13792
4025814373,-55,-832,-2144,-13792
4025814495,-55,-1024,-1968,-13824
4025814629,-55,-1024,-1968,-13824
4025814755,-55,-1120,-1712,-13920
4025814899,-55,-1120,-1712,-13920
4025814986,-55,-1120,-1712,-13920
4025815111,-55,-1424,-1616,-13984
4025817472,-53,-2528,-640,-13744
4025817595,-53,-2800,-640,-13760
4025817790,-53,-3008,-512,-13616
4025817937,-53,-3008,-512,-13616
4025818119,-53,-3200,-368,-13504
4025818245,-53,-3200,-368,-13504
4025818446,-53,-3200,-288,-13312
4025818549,-52,-3200,-288,-13312
4025818651,-52,-3456,-128,-13168
4025818734,-52,-3456,-128,-13168
4025822268,-53,-5120,128,-11088
4025822425,-53,-5120,128,-11088
4025822564,-54,-5120,128,-11088
4025822725,-54,-5120,128,-11088
4025822867,-54,-5120,128,-11088
4025823018,-54,-5120,128,-11088
4025823117,-54,-5120,128,-11088
4025823267,-55,-5120,128,-11088
4025823414,-55,-5120,128,-11088
4025823553,-55,-5120,128,-11088
4025823681,-55,-5120,128,-11088
4025823841,-56,-5376,0,-10368
4025823968,-56,-5376,0,-10368
4025824097,-56,-5376,0,-10368
4025824240,-56,-5376,0,-10368
4025824353,-57,-5376,0,-10368
4025824607,-57,-5808,-192,-9280
4025824690,-57,-5808,-192,-9280
4025824802,-57,-5936,-208,-8992
4025824908,-57,-5936,-208,-8992
4025824984,-58,-5936,-208,-8992
4025825096,-58,-5984,-400,-8832
4025825558,-58,-6000,-400,-8592
4025825676,-58,-6000,-400,-8592
4025825745,-59,-5952,-576,-8432
4025825859,-59,-5952,-576,-8432
4025825945,-58,-5952,-576,-8432
4025826039,-59,-5968,-704,-8288
4025826174,-59,-5968,-704,-8288
4025826291,-59,-5920,-768,-8064
4025826422,-59,-5920,-768,-8064
4025826516,-59,-5920,-768,-8064
4025826653,-59,-5984,-912,-7808
4025826778,-59,-5984,-912,-7808
4025826905,-59,-5920,-960,-7680
4025827033,-59,-5920,-960,-7680
4025827165,-59,-5920,-960,-7680
4025827294,-60,-5904,-1104,-7552
4025827402,-60,-5904,-1104,-7552
4025827532,-59,-5840,-1088,-7424
4025827666,-59,-5840,-1088,-7424
4025827792,-60,-5840,-1088,-7424
4025828757,-60,-5760,-1472,-6736
4025828883,-60,-5760,-1472,-6736
4025828972,-59,-5760,-1472,-6736
4025829078,-60,-5600,-1536,-6720
4025829184,-60,-5600,-1536,-6720
4025829290,-60,-5600,-1536,-6720
4025829409,-60,-5808,-1696,-6496
4025829518,-59,-5808,-1696,-6496
4025829650,-60,-5776,-1872,-6352
4025829807,-60,-5776,-1872,-6352
4025829928,-60,-5616,-1792,-6208
4025830075,-60,-5616,-1792,-6208
4025830191,-60,-5616,-1792,-6208
4025830309,-60,-5600,-1936,-6144
4025830415,-60,-5600,-1936,-6144
4025830546,-60,-5504,-2096,-6096
4025830692,-60,-5504,-2096,-6096
4025830813,-60,-5456,-2080,-6032
4025830952,-60,-5456,-2080,-6032
4025831046,-60,-5456,-2080,-6032
4025831194,-61,-5376,-2192,-5920
4025831317,-61,-5376,-2192,-5920
4025831442,-61,-5488,-2368,-5792
4025831577,-61,-5488,-2368,-5792
4025831680,-61,-5488,-2368,-5792
4025831811,-62,-5168,-2416,-5728
4025831924,-62,-5168,-2416,-5728
4025832057,-62,-5264,-2384,-5680
4025832186,-62,-5264,-2384,-5680
4025832391,-63,-5072,-2544,-5568
4025832512,-63,-5072,-2544,-5568
4025832640,-63,-5024,-2624,-5504
4025832782,-63,-5024,-2624,-5504
4025832911,-63,-5088,-2560,-5552
4025833034,-63,-5088,-2560,-5552
4025833136,-64,-5088,-2560,-5552
4025833272,-64,-5008,-2624,-5376
4025833384,-63,-5008,-2624,-5376
4025833481,-63,-5008,-2624,-5376
4025833572,-63,-4944,-2816,-5248
4025833695,-63,-4944,-2816,-5248
4025833865,-63,-4848,-2944,-5248
4025833982,-63,-4848,-2944,-5248
4025834069,-63,-4848,-2944,-5248
4025834161,-63,-4784,-2896,-5216
4025834277,-63,-4784,-2896,-5216
4025836991,-64,-4144,-3344,-5008
4025837075,-65,-4144,-3344,-5008
4025837160,-64,-4240,-3344,-5024
4025837425,-62,-4064,-3520,-5088
4025838165,-60,-4064,-3616,-5136
4025840802,-56,-3504,-4240,-5600
4025840950,-55,-3504,-4240,-5600
4025841187,-56,-3424,-4400,-5584
4025841264,-55,-3424,-4400,-5584
4025842018,-23,12288,12531,-24338
4025842295,-55,-3280,-4560,-5728
4025842634,-54,-3248,-4608,-5824
4025842787,-54,-2992,-4592,-5920
4025843307,-54,-3024,-4608,-5936
4025843435,-54,-3024,-4608,-5936
4025843564,-54,-3024,-4608,-5936
4025843692,-54,-3024,-4608,-5936
4025843852,-54,-3008,-4656,-5952
4025843980,-54,-3008,-4656,-5952
4025844079,-54,-3008,-4656,-5952
4025844245,-54,-3008,-4656,-5952
4025844397,-54,-3008,-4656,-5952
4025844511,-54,-2752,-4544,-6144
4025844720,-55,-2752,-4544,-6144
4025844879,-55,-2464,-4816,-6144
4025845072,-55,-2608,-4608,-6144
4025845168,-55,-2608,-4608,-6144
4025845255,-56,-2608,-4608,-6144
4025845353,-56,-2528,-4608,-6208
4025845471,-56,-2528,-4608,-6208
4025845814,-57,-2432,-4752,-6192
4025845910,-57,-2432,-4752,-6192
4025846014,-57,-2288,-4832,-6272
4025846118,-58,-2288,-4832,-6272
4025846206,-58,-2288,-4832,-6272
4025846289,-59,-2368,-4624,-6272
4025846416,-59,-2368,-4624,-6272
4025846535,-59,-2256,-4800,-6416
4025846682,-60,-2256,-4800,-6416
4025846795,-61,-2256,-4800,-6416
4025846916,-62,-2144,-4720,-6304
4025847040,-63,-2144,-4720,-6304
4025847170,-64,-2160,-4784,-6448
4025847950,-69,-2032,-4816,-6592
4025848071,-69,-2128,-4656,-6592
4025848175,-69,-2128,-4656,-6592
4025848256,-70,-2128,-4656,-6592
4025848363,-68,-2176,-4784,-6752
4025848463,-67,-2176,-4784,-6752
4025848575,-66,-2176,-4784,-6752
4025848703,-65,-1888,-4720,-6720
4025848853,-64,-1888,-4720,-6720
4025848975,-64,-1968,-4736,-6752
4025849115,-63,-1968,-4736,-6752
4025849232,-63,-1968,-4736,-6752
4025849366,-62,-1824,-4768,-6800
4025849492,-62,-1824,-4768,-6800
4025849626,-62,-1984,-4704,-6928
4025849764,-61,-1984,-4704,-6928
4025849894,-61,-1984,-4704,-6928
4025850003,-60,-1856,-4784,-6944
4025850125,-60,-1856,-4784,-6944
4025850254,-60,-1936,-4736,-7152
4025850392,-60,-1936,-4736,-7152
4025850525,-60,-1936,-4736,-7152
4025850651,-60,-1760,-4912,-7136
4025850849,-60,-1712,-4768,-7200
4025850989,-59,-1712,-4768,-7200
4025851095,-59,-1712,-4768,-7200
4025851217,-59,-1664,-4864,-7344
4025851336,-59,-1664,-4864,-7344
4025851462,-59,-1728,-4880,-7408
4025851601,-59,-1728,-4880,-7408
4025851723,-59,-1728,-4928,-7520
4025853493,-59,-1664,-4864,-7936
4025853593,-59,-1568,-4944,-7952
4025853712,-59,-1568,-4944,-7952
4025853800,-60,-1568,-4944,-7952
4025853887,-60,-1456,-4992,-8160
4025854000,-60,-1456,-4992,-8160
4025854116,-60,-1456,-4992,-8160
4025854234,-60,-1520,-4848,-8208
4025854344,-60,-1520,-4848,-8208
4025854473,-60,-1504,-5024,-8368
4025854615,-62,-1504,-5024,-8368
4025854741,-62,-1504,-5024,-8368
4025854865,-62,-1392,-5056,-8400
4025854973,-63,-1392,-5056,-8400
4025855106,-63,-1408,-5040,-8512
4025855245,-63,-1408,-5040,-8512
4025855360,-64,-1408,-5072,-8736
4025855496,-64,-1408,-5072,-8736
4025855588,-65,-1408,-5072,-8736
4025855713,-65,-1248,-5056,-8736
4025855854,-65,-1248,-5056,-8736
4025855976,-65,-1344,-5056,-8832
4025856100,-73,-1344,-5056,-8832
4025857289,-65,-960,-5088,-9152
4025857371,-65,-960,-5088,-9152
4025857484,-65,-992,-5040,-9392
4025857611,-65,-992,-5040,-9392
4025857687,-65,-992,-5040,-9392
4025857786,-65,-864,-4896,-9360
4025857923,-65,-864,-4896,-9360
4025858052,-66,-864,-4896,-9360
4025858172,-66,-896,-5024,-9648
4025858274,-66,-896,-5024,-9648
4025858394,-66,-928,-5008,-9648
4025858531,-66,-928,-5008,-9648
4025858659,-67,-720,-4912,-9696
4025858800,-68,-720,-4912,-9696
4025858887,-68,-720,-4912,-9696
4025859029,-68,-736,-4928,-9824
4025859157,-69,-736,-4928,-9824
4025859292,-70,-608,-4864,-9888
4025859420,-71,-608,-4864,-9888
4025859548,-72,-608,-4864,-9888
4025859664,-72,-560,-4880,-10064
4025859769,-73,-560,-4880,-10064
4025859896,-73,-496,-4928,-10176
4025860039,-73,-496,-4928,-10176
4025860169,-73,-464,-4816,-10304
4025860311,-73,-464,-4816,-10304
4025860403,-72,-464,-4816,-10304
4025860542,-71,-480,-4896,-10352
4025860662,-69,-480,-4896,-10352
4025860790,-69,-608,-4784,-10560
4025860929,-68,-608,-4784,-10560
4025861059,-67,-608,-4784,-10560
4025861169,-67,-432,-4736,-10608
4025861297,-66,-432,-4736,-10608
4025861417,-66,-288,-4592,-10784
4025861559,-65,-288,-4592,-10784
4025861679,-65,-224,-4560,-10896
4025861817,-65,-224,-4560,-10896
4025861892,-64,-224,-4560,-10896
4025862011,-64,-192,-4704,-11056
4025862133,-65,-192,-4704,-11056
4025862208,-64,-192,-4704,-11056
4025862325,-65,-320,-4624,-11200
4025862458,-65,-320,-4624,-11200
4025862534,-65,-320,-4624,-11200
4025862655,-65,-112,-4336,-11520
4025862780,-65,-112,-4336,-11520
4025862899,-66,-112,-4336,-11520
4025862991,-66,-160,-4512,-11552
4025863094,-66,-160,-4512,-11552
4025863212,-66,-288,-4272,-11712
4025863340,-66,-288,-4272,-11712
4025863415,-66,-288,-4272,-11712
4025863536,-66,-272,-4208,-11904
4025863661,-66,-272,-4208,-11904
4025863744,-65,-272,-4208,-11904
4025863866,-65,-144,-4304,-12016
4025863994,-65,-144,-4304,-12016
4025864082,-64,-144,-4304,-12016
