local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
806933481,3157355,7488,-9328,-14464,-59,94,806933481,11,-29,13,-27,13,-27,9,-30,13,-27,12,-28,11,-28,11,-27,6,-29,4,-29,2,-31,5,-29,4,-30,4,-30,0,-32,0,-33,4,-33,2,-34,4,-34,5,-33,6,-33,13,10,-31,11,-31,11,-30,13,10,-29,11,-27,0,0,0,0,17,-17,18,-17,21,-13,18,-19,17,-18,19,-13,18,-13,18,-13,15,-20,15,-19,14,-19,16,-17,16,-18,17,-19,16,-21,13,-25,15,-24,15,-25
806933583,3157355,7680,-9424,-14496,-59,94,806933583,-23,-22,-24,-17,-24,-17,-24,-20,-24,-15,-25,-15,-25,-14,-25,-13,-26,-16,-26,-15,-27,-14,-25,-9,-28,-9,-28,-9,-30,-12,-31,-13,-31,-10,-32,-14,-31,-15,-30,-16,-30,-17,-28,-15,-26,-16,-26,-16,-24,-20,-22,-21,0,0,0,0,-9,-24,-9,-24,-11,-21,-8,-24,-9,-24,-12,-19,-12,-20,-12,-19,-11,-23,-11,-22,-13,-22,-15,-18,-17,-17,-17,-17,-19,-18,-18,-22,-21,-17,-22,-18,-21,-22
806933698,3157355,7680,-9424,-14496,-59,94,806933698,-12,30,-13,25,-13,28,-10,28,-13,27,-13,26,-12,26,-11,26,-6,28,-4,26,-1,30,-4,27,-4,29,-4,31,0,30,0,34,-4,32,-2,34,-5,34,-6,32,-7,32,-11,30,-11,28,-11,29,-9,28,-12,28,0,0,0,0,-18,16,-19,17,-20,12,-18,18,-17,18,-19,14,-19,14,-19,14,-15,19,-16,19,-13,18,-17,18,-17,18,-17,19,-16,21,-12,24,-14,23,-14,26,-12,29
806933773,3157355,7680,-9424,-14496,-59,94,806933773,23,-9,26,-10,26,-10,23,-10,26,-11,25,-12,24,-12,24,-12,21,-12,20,-12,20,-15,22,-16,22,-17,22,-18,20,-17,21,-18,24,-20,23,-18,24,-17,23,-15,24,-14,27,-14,26,-12,26,-12,23,-8,24,-7,0,0,0,0,18,2,19,2,22,3,19,2,19,2,23,3,22,2,22,1,19,-1,19,0,18,-2,23,-3,23,-4,24,-4,24,-5,21,-4,27,-7,27,-8,24,-8
806933879,3157355,7648,-9296,-14528,-59,94,806933879,-26,-12,-31,-8,-29,-7,-28,-10,-27,-7,-28,-6,-29,-5,-28,-6,-27,-6,-28,-6,-28,-4,-28,-2,-29,0,-29,0,-31,-2,-30,-1,-34,1,-30,-4,-32,-5,-32,-5,-32,-7,-32,-6,-32,-7,-29,-8,-27,-12,-25,-13,0,0,0,0,-14,-18,-15,-17,-19,-17,-14,-18,-16,-18,-19,-16,-18,-15,-17,-14,-18,-16,-17,-15,-17,-16,-20,-11,-22,-11,-23,-10,-25,-10,-23,-15,-26,-9,-28,-10,-25,-13
806933990,3157355,7648,-9296,-14528,-59,94,806933990,11,29,12,23,13,25,13,27,13,23,14,22,14,22,14,21,15,24,16,23,19,23,18,19,20,20,20,20,20,23,23,25,21,21,22,26,20,26,19,27,18,28,16,25,15,24,13,25,11,28,9,28,0,0,0,0,-1,25,-1,25,1,21,-1,26,-1,25,2,21,0,20,1,20,1,25,1,25,2,24,5,21,5,21,7,21,7,22,7,26,13,10,23,11,24,11
806934079,3157355,7648,-9296,-14528,-59,94,806934079,7,-30,8,-27,9,-30,5,-29,13,10,-29,7,-28,6,-28,6,-27,3,-28,0,-28,-1,-30,2,-29,1,-28,0,-31,-3,-30,-3,-34,1,-32,-1,-33,0,-34,1,-32,2,-34,7,-31,8,-30,8,-30,7,-30,9,-28,0,0,0,0,13,-20,14,-21,15,-16,13,-21,14,-21,16,-16,15,-16,15,-17,12,-21,12,-22,13,10,-21,13,-21,12,-21,11,-22,12,-23,8,-25,11,-26,13,10
806934216,3157355,7664,-9232,-14528,-59,94,806934216,-24,-12,-27,-9,-28,-9,-25,-11,-27,-8,-27,-7,-26,-6,-26,-6,-25,-7,-25,-7,-27,-4,-27,-1,-27,-1,-29,0,-27,-3,-30,-3,-30,0,-30,-4,-30,-5,-29,-7,-29,-7,-29,-7,-28,-7,-28,-7,-26,-11,-25,-12,0,0,0,0,-13,-18,-13,-18,-16,-16,-13,-19,-13,-18,-16,-15,-16,-15,-16,-15,-15,-16,-16,-16,-15,-15,-19,-12,-21,-12,-21,-11,-22,-12,-20,-13,-25,-10,-26,-10,-23,-13
806934355,3157355,7664,-9232,-14528,-59,94,806934355,-5,32,-8,27,-8,28,-4,30,-7,28,-5,28,-5,28,-4,28,0,29,1,28,3,30,-1,27,0,28,1,30,5,31,5,32,2,32,4,33,4,34,2,32,2,33,-4,31,-5,30,-6,31,-5,30,-7,29,0,0,0,0,-13,21,-14,21,-16,15,-14,21,-14,21,-16,16,-16,16,-15,17,-12,22,-12,22,-10,21,-13,20,-11,22,-11,22,-11,22,-8,26,-10,25,-10,27,-7,30
806934480,3157355,7648,-9552,-14480,-58,94,806934480,19,23,19,17,20,18,19,21,19,17,19,17,20,16,20,15,21,17,22,16,24,15,22,11,23,11,24,12,26,15,27,16,27,13,27,16,27,18,24,19,25,20,22,18,21,18,20,18,19,21,17,22,0,0,0,0,6,24,6,23,7,19,7,24,7,23,8,19,8,19,8,18,9,22,9,22,9,22,11,18,12,17,13,17,14,18,15,22,17,18,18,18,19,23
