local_timestamp,sender_timestamp,tmag_x,tmag_y,tmag_z,rssi,csi_len,csi_timestamp,csi_0_i,csi_0_q,csi_1_i,csi_1_q,csi_2_i,csi_2_q,csi_3_i,csi_3_q,csi_4_i,csi_4_q,csi_5_i,csi_5_q,csi_6_i,csi_6_q,csi_7_i,csi_7_q,csi_8_i,csi_8_q,csi_9_i,csi_9_q,csi_10_i,csi_10_q,csi_11_i,csi_11_q,csi_12_i,csi_12_q,csi_13_i,csi_13_q,csi_14_i,csi_14_q,csi_15_i,csi_15_q,csi_16_i,csi_16_q,csi_17_i,csi_17_q,csi_18_i,csi_18_q,csi_19_i,csi_19_q,csi_20_i,csi_20_q,csi_21_i,csi_21_q,csi_22_i,csi_22_q,csi_23_i,csi_23_q,csi_24_i,csi_24_q,csi_25_i,csi_25_q,csi_26_i,csi_26_q,csi_27_i,csi_27_q,csi_28_i,csi_28_q,csi_29_i,csi_29_q,csi_30_i,csi_30_q,csi_31_i,csi_31_q,csi_32_i,csi_32_q,csi_33_i,csi_33_q,csi_34_i,csi_34_q,csi_35_i,csi_35_q,csi_36_i,csi_36_q,csi_37_i,csi_37_q,csi_38_i,csi_38_q,csi_39_i,csi_39_q,csi_40_i,csi_40_q,csi_41_i,csi_41_q,csi_42_i,csi_42_q,csi_43_i,csi_43_q,csi_44_i,csi_44_q,csi_45_i,csi_45_q,csi_46_i,csi_46_q
834642616,30868073,-288,-528,64,-75,94,834642616,-27,-1,-29,0,-31,-3,-33,-4,-32,-5,-34,-3,-36,-2,-32,-4,-30,1,-28,5,-24,5,-21,5,-18,5,-17,4,-14,0,-16,-1,-20,-9,-23,-12,-25,-17,-32,-18,-35,-19,-39,-18,-43,-18,-44,-17,-40,-11,-37,-8,0,0,0,0,-11,13,10,-16,16,-18,20,-21,20,-24,22,-24,24,-26,26,-23,24,-27,27,-19,21,-22,21,-18,22,-20,21,-20,18,-16,19,-16,14,-20,11,-25,9,-25
834642697,30868073,-288,-528,64,-75,94,834642697,-21,12,-27,13,10,-30,9,-30,8,-29,8,-33,11,-30,12,-27,13,-26,14,-23,12,-20,15,-16,13,10,-13,13,10,-11,7,-15,3,-16,0,-20,-4,-27,-6,-29,-8,-33,-9,-39,-7,-41,-5,-47,-5,-44,-2,-43,-1,-38,4,0,0,0,0,-2,15,-2,19,-4,22,-5,27,-4,31,-7,30,-8,32,-6,31,-7,33,-6,31,-4,27,-4,25,-2,26,-6,25,-7,23,-5,19,-8,18,-13
834642768,30868073,-288,-528,64,-53,94,834642768,-15,-28,-16,-24,-16,-24,-15,-26,-15,-22,-16,-22,-16,-21,-16,-20,-17,-23,-17,-21,-20,-20,-18,-15,-20,-16,-20,-16,-21,-19,-21,-20,-21,-17,-21,-20,-21,-22,-19,-21,-18,-22,-16,-20,-15,-18,-15,-19,-13,-22,-11,-22,0,0,0,0,-5,-27,-4,-27,-6,-24,-5,-27,-5,-27,-7,-23,-7,-23,-7,-23,-7,-26,-7,-26,-7,-25,-10,-23,-10,-23,-11,-23,-13,-23,-12,-27,-15,-23,-16,-24,-15,-29
834642882,30868073,-288,-528,64,-53,94,834642882,-22,22,-24,19,-24,20,-20,20,-23,19,-22,19,-21,19,-20,19,-16,20,-14,20,-14,22,-16,20,-16,22,-16,23,-12,23,-12,24,-15,23,-14,24,-14,23,-14,22,-15,22,-19,19,-18,18,-19,17,-16,16,-17,15,0,0,0,0,-23,11,-23,11,-25,8,-23,12,-23,11,-25,8,-25,8,-24,9,-22,13,-22,13,-20,12,-24,12,-24,13,-24,14,-24,15,-21,18,-25,18,-25,19,-22,20
834642966,30868073,-400,-480,80,-53,94,834642966,-1,32,-2,28,-2,29,1,30,-2,27,0,26,0,26,0,25,4,27,5,26,7,27,4,23,5,24,6,24,9,26,13,10,28,7,25,9,28,8,27,6,27,6,27,2,24,1,24,0,24,1,24,-1,24,0,0,0,0,-10,25,-10,26,-12,21,-11,26,-11,25,-12,21,-11,21,-10,21,-8,26,-8,26,-7,25,-7,23,-6,24,-6,23,-5,25,-4,29,-5,27,-4,28,-2
834643063,30868073,-400,-480,80,-53,94,834643063,20,-21,23,-20,23,-20,19,-21,21,-20,20,-20,20,-20,19,-20,15,-21,14,-21,13,-23,15,-22,15,-23,14,-23,11,-24,11,-25,15,-25,12,-23,13,-23,14,-22,15,-22,19,-20,18,-18,18,-18,16,-16,16,-15,0,0,0,0,22,-12,22,-12,25,-10,22,-13,22,-12,24,-10,23,-10,23,-10,21,-14,20,-13,19,-14,22,-14,23,-15,23,-15,24,-17,20,-18,23,-19,24,-20,21,-21
834643147,30868073,-400,-480,80,-53,94,834643147,-19,-28,-19,-23,-20,-23,-20,-26,-18,-21,-19,-21,-18,-21,-18,-19,-20,-22,-21,-20,-23,-18,-21,-14,-23,-14,-23,-15,-24,-18,-25,-18,-24,-15,-25,-19,-23,-20,-22,-21,-22,-21,-19,-19,-19,-18,-18,-17,-17,-21,-14,-21,0,0,0,0,-7,-28,-7,-29,-8,-24,-9,-28,-8,-28,-9,-23,-10,-24,-9,-23,-10,-27,-10,-27,-11,-26,-13,-22,-13,-23,-14,-22,-14,-23,-16,-26,-18,-22,-19,-23,-19,-28
834643237,30868073,-336,-464,112,-53,94,834643237,-23,20,-26,18,-26,18,-21,18,-24,17,-23,18,-23,18,-22,18,-18,19,-16,19,-15,20,-18,20,-18,21,-18,22,-14,22,-14,23,-18,23,-15,22,-16,22,-16,20,-17,20,-21,18,-21,17,-20,16,-18,15,-19,14,0,0,0,0,-24,9,-24,9,-27,6,-24,9,-24,9,-26,6,-26,7,-26,7,-23,11,-23,13,10,-21,11,-25,13,10,-25,12,-26,12,-26,14,-23,15,-26,16,-27,17
834643377,30868073,-336,-464,112,-53,94,834643377,29,-5,31,-2,29,-6,24,-6,27,-2,29,-6,27,-10,24,-8,20,-8,20,-5,21,-14,22,-11,20,-12,28,-17,24,-8,21,-10,21,-11,23,-3,26,-9,20,-9,27,-12,27,-13,24,-7,27,-3,19,-1,18,-3,0,0,0,0,22,1,24,1,25,3,23,2,23,2,26,4,25,3,24,2,23,-1,22,-1,22,-1,25,-2,26,-2,27,-3,28,-5,26,-3,29,-5,32,-6,28,-5
834643506,30868073,-464,-464,96,-53,94,834643506,6,-32,5,-27,2,-25,1,-31,3,-27,13,10,-27,4,-25,7,-27,-2,-27,5,-27,-1,-27,-3,-24,1,-18,-3,-26,-3,-27,-7,-24,-1,-26,-5,-26,2,-21,-3,-26,1,-26,9,-29,3,-23,2,-23,2,-24,2,-22,0,0,0,0,11,-23,12,-24,13,-21,11,-25,11,-25,12,-20,12,-21,11,-20,9,-25,8,-24,8,-25,9,-22,9,-24,9,-24,8,-25,6,-29,7,-26,6,-28,5
